line_id,line_text,speech_id,anger
0,"But seriously, isn’t Tim Walz fantastic? And I know for some folks you’re just getting to know him and you’ve heard he’s had many titles over his life, governor, congressman, dad, husband, coach. But in 87 days, our nation is going to know Coach Walz as Vice President of the United States of America. That’s right.",S032,0.0
1,"And it is so good to be here with so many incredible leaders, including my dear friends, Catherine Cortez Masto, Senator Jacky Rosen who we will reelect to the United States Senate, Congress members, Dina Titus, Steven Horsford and Susie Lee. And I know Culinary 226 is in the house.",S032,0.0
2,"When I was the United States senator, we fought together for paid family leave and medical leave. And earlier this year, right here in Vegas, we celebrated your historic contract win. And it is my promise to everyone here when I am president, we will continue our fight for working families of America, including to raise the minimum wage and eliminate taxes on tips for service and hospitality workers. And Nevada today, I also bring greetings from our incredible president, Joe Biden. Joe.",S032,0.012048192771084338
3,"In those roles, in those roles, I took on perpetrators of all kinds, predators who abused women, fraudsters who ripped off consumers, scammers who broke the rules for personal gain. So Nevada, hear me when I say I know Donald Trump’s type. I know.",S032,0.0
4,"Well, well, hold on, hold on, hold on, hold on. The court’s going to take care of that. We’re just going to beat him in November. We’ll beat him in November. We’ll beat him in November. But I’ve certainly been dealing with people like him my entire career. For example, as Attorney General California, I took on one of our country’s largest for-profit colleges that scammed students.",S032,0.014925373134328358
5,"Well, Donald Trump ran a for-profit college that scammed students. Remember that. As a prosecutor, I specialized in cases of sexual abuse. Well, Donald Trump was found liable for committing sexual abuse. As attorney general, I held Wall Street Banks accountable for fraud. Well, Donald Trump was just found guilty of fraud, 34 counts.",S032,0.037037037037037035
6,"All of this is to say, in this campaign, I will proudly put my record against his every day of the week, every day of the week. That being said, let’s make no mistake. This campaign is not just about us versus Donald Trump. It is about two different visions for our nation.",S032,0.018867924528301886
7,"We believe in a future where we lower the cost of living for America’s families so they have a chance not just to get by, but to get ahead, to get ahead, because, look, while our economy is doing well by many measures, prices for everyday things like groceries are still too high. You know it, and I know it. When I was attorney general, I went after price-fixing schemes. And when I am president, I will continue that work to bring down prices.",S032,0.011904761904761904
8,"I will take on big corporations that engage in illegal price gouging, corporate landlords that unfairly raise rents on working families, and take on big pharma and cap the cost of prescription drugs for all Americans. Unlike Donald Trump, I will always, I promise you, put the middle class and working families first because you see, Tim Walz and I may not appear to have a whole lot in common, but we have so much in common. And I’ll tell you what he and I",S032,0.011764705882352941
9,"And we’re not going back because Nevada, we fight for the future, a future with affordable healthcare, affordable child care, and paid leave. We fight for a future where we build a broad-based economy where every American has an opportunity to own a home, to start a business, and to build wealth.",S032,0.038461538461538464
10,"And so while we together work to move our nation forward, Donald Trump has a different plan. Just look at his Project 2025 agenda, which I keep saying I can’t believe they put that in writing. So if he is elected, Donald Trump intends to give tax breaks to billionaires and big corporations. He intends to cut Social Security and Medicare, and he intends to surrender our fight against the climate crisis. And I don’t need to tell Nevada every day because you feel the impact of extreme heat and drought.",S032,0.01098901098901099
11,"You know the climate crisis is real. But Donald Trump, well he claims it’s a hoax. And on top of this, if Donald Trump were to win in November, he won’t. But if he were to win in November, he intends to end the Affordable Care Act. Think about that. To take us back to a time when insurance companies had the power to deny people with pre-existing conditions. You remember what that was like? Children with asthma, breast cancer survivors, grandparents with diabetes.",S032,0.023809523809523808
12,"Look, America has tried these failed policies before and we are not going back.",S032,0.0
13,"I was the attorney of a border state, attorney general of a border state. I went after transnational gangs, drug cartels, and human traffickers who came into our country illegally. I prosecuted them in case after case and I won.",S032,0.05
14,"We know our immigration system is broken and we know what it takes to fix it. Comprehensive reform that includes yes, strong border security and an earned pathway to citizenship.",S032,0.03333333333333333
15,"But Donald Trump don’t want to fix this problem. He talks a big game about a lot of things, but he talks a big game about border security, but he does not walk the walk. Earlier this year, we had a chance to pass the toughest bipartisan board of security bill in decades. But Donald Trump tanked the bill because he thought it would help him win an election.",S032,0.0
16,"Well, when I am president, I will sign that bill into law. Nevada, ours is a fight for the future and it is a fight for freedom. Across our nation we have been witnessing a full-on assault on hard-won, hard-fought freedoms and fundamental rights, the freedom to vote, the freedom to be safe from gun violence, the freedom to love who you love openly and with pride, and the freedom of a woman to make decisions about her own body and not have her government tell her what to do, a fight for freedom.",S032,0.05319148936170213
17,"And on that last point, we all know how we got here. When he was President, Donald Trump hand-picked three members of the United States Supreme Court because he intended for them to undo the protections of Roe v. Wade. And as he intended, they did. Now, in more than 20 states, there is a Trump abortion ban, many with no exceptions, even for rape and incest.",S032,0.029850746268656716
18,"And be sure if he were to win, he would sign a national abortion ban, which would outlaw abortion in every state, even Nevada. But we are not going to let that happen because we trust women.",S032,0.0
19,"And when I am President of the United States and Congress passes a bill to restore reproductive freedoms, I will sign it into law. So I know the folks who are here. I know the people of Nevada. You are battle-born. You are battle-born. And if Donald Trump wants to pick a fight over our most fundamental freedoms, we say bring it on. Bring it on. Bring it on.",S032,0.014492753623188406
20,"And we who believe in the freedom to live safe from gun violence will finally pass an assault weapons ban, universal background checks and red flag laws.",S032,0.1111111111111111
21,"So much is on the line. So much is on the line in this election. And understand, this is not 2016. This is not 2020. This time around the stakes are even higher. And that’s because last month the Supreme Court of the United States basically told the former President that going forward he will effectively be immune no matter what he does in the White House. But think about what that means. Think about what that means. So Donald Trump has vowed to be a dictator on day one if re-elected. He said he will weaponize essentially the Department of Justice against his political enemies, and even called for the “termination” of the Constitution of the United States.",S032,0.008403361344537815
22,Let us be very clear. Someone who suggests we should terminate the Constitution of the United States should never again stand behind the seal of President of the United States. Never again.,S032,0.0
23,"And think about it. After all, the promise of America is what makes it possible for Tim Waltz and me to be together on this stage today. Think about that. Think about that. Think about it. Two middle-class kids. One, a daughter of Oakland, California who was raised by a working mother. I had a summer job at McDonald’s. The other, a son of the Nebraska Plains who grew up working on a farm. Think about it. Think about it. Only in America is it possible that the two of them would be running together all the way to the White House. Only in America. Only in America.",S032,0.0
24,"So look, and I love you back. I love you back. So look, we are together. We are running this campaign on behalf of all Americans, from red states to blue states, from the heartland to the coast. And when elected, we will govern on behalf of all Americans. All Americans.",S032,0.0
25,"So Nevada ultimately in this election, I believe we each face a question, what kind of country do we want to live in? A country of chaos, fear and hate, or a country of freedom, compassion and rule of law.",S032,0.025
26,"And the beauty. And the beauty of our democracy. Here’s the thing, the beauty of our democracy is we each, each person has the power. Each person has the power to answer that question. The power is with the people. The power is with the people. It’s with the people.",S032,0.0
27,"And so in the next 87 days, we need you to use your power to knock on doors, register folks to vote, and make your voices heard.",S032,0.0
28,"So Nevada, today I ask you, are you ready to make your voices heard?",S032,0.0
29,"But seriously, isn’t Tim Walz fantastic? And I know for some folks you’re just getting to know him and you’ve heard he’s had many titles over his life, governor, congressman, dad, husband, coach. But in 87 days, our nation is going to know Coach Walz as Vice President of the United States of America. That’s right.",S032,0.0
30,"And it is so good to be here with so many incredible leaders, including my dear friends, Catherine Cortez Masto, Senator Jacky Rosen who we will reelect to the United States Senate, Congress members, Dina Titus, Steven Horsford and Susie Lee. And I know Culinary 226 is in the house.",S032,0.0
31,"When I was the United States senator, we fought together for paid family leave and medical leave. And earlier this year, right here in Vegas, we celebrated your historic contract win. And it is my promise to everyone here when I am president, we will continue our fight for working families of America, including to raise the minimum wage and eliminate taxes on tips for service and hospitality workers. And Nevada today, I also bring greetings from our incredible president, Joe Biden. Joe.",S032,0.012048192771084338
32,"In those roles, in those roles, I took on perpetrators of all kinds, predators who abused women, fraudsters who ripped off consumers, scammers who broke the rules for personal gain. So Nevada, hear me when I say I know Donald Trump’s type. I know.",S032,0.0
33,"Well, well, hold on, hold on, hold on, hold on. The court’s going to take care of that. We’re just going to beat him in November. We’ll beat him in November. We’ll beat him in November. But I’ve certainly been dealing with people like him my entire career. For example, as Attorney General California, I took on one of our country’s largest for-profit colleges that scammed students.",S032,0.014925373134328358
34,"Well, Donald Trump ran a for-profit college that scammed students. Remember that. As a prosecutor, I specialized in cases of sexual abuse. Well, Donald Trump was found liable for committing sexual abuse. As attorney general, I held Wall Street Banks accountable for fraud. Well, Donald Trump was just found guilty of fraud, 34 counts.",S032,0.037037037037037035
35,"All of this is to say, in this campaign, I will proudly put my record against his every day of the week, every day of the week. That being said, let’s make no mistake. This campaign is not just about us versus Donald Trump. It is about two different visions for our nation.",S032,0.018867924528301886
36,"We believe in a future where we lower the cost of living for America’s families so they have a chance not just to get by, but to get ahead, to get ahead, because, look, while our economy is doing well by many measures, prices for everyday things like groceries are still too high. You know it, and I know it. When I was attorney general, I went after price-fixing schemes. And when I am president, I will continue that work to bring down prices.",S032,0.011904761904761904
37,"I will take on big corporations that engage in illegal price gouging, corporate landlords that unfairly raise rents on working families, and take on big pharma and cap the cost of prescription drugs for all Americans. Unlike Donald Trump, I will always, I promise you, put the middle class and working families first because you see, Tim Walz and I may not appear to have a whole lot in common, but we have so much in common. And I’ll tell you what he and I",S032,0.011764705882352941
38,"And we’re not going back because Nevada, we fight for the future, a future with affordable healthcare, affordable child care, and paid leave. We fight for a future where we build a broad-based economy where every American has an opportunity to own a home, to start a business, and to build wealth.",S032,0.038461538461538464
39,"And so while we together work to move our nation forward, Donald Trump has a different plan. Just look at his Project 2025 agenda, which I keep saying I can’t believe they put that in writing. So if he is elected, Donald Trump intends to give tax breaks to billionaires and big corporations. He intends to cut Social Security and Medicare, and he intends to surrender our fight against the climate crisis. And I don’t need to tell Nevada every day because you feel the impact of extreme heat and drought.",S032,0.01098901098901099
40,"You know the climate crisis is real. But Donald Trump, well he claims it’s a hoax. And on top of this, if Donald Trump were to win in November, he won’t. But if he were to win in November, he intends to end the Affordable Care Act. Think about that. To take us back to a time when insurance companies had the power to deny people with pre-existing conditions. You remember what that was like? Children with asthma, breast cancer survivors, grandparents with diabetes.",S032,0.023809523809523808
41,"Look, America has tried these failed policies before and we are not going back.",S032,0.0
