line_id,line_text,speech_id,anger
0,"All right, so here’s the thing. Okay, we got a lot of work to do. We got a lot of work to do. Okay, so North Carolina, you probably know… Please have a seat if you have a chair. Two nights ago, Donald Trump and I had our first debate. And I believe we owe it to the voters to have another debate because this election and what is at stake could not be more important. On Tuesday night, I talked about issues that I know matter to families across America, like bringing down the cost of living, investing in America’s small businesses, protecting reproductive freedom, and keeping our nation safe and secure. But that’s not what we heard from Donald Trump. Instead, it was the same old show, that same tired playbook that we’ve heard for years with no plans for how he would address the needs of the American people. Because you know it’s all about him. It’s not about you. Well, folks, I said it then, I say it now, it’s time to turn the page. Turn that page. Turn that page. Turn that page.",S022,0.0
1,"Because to your point, America is ready for a new way forward. We are ready for a new generation of leadership that is optimistic about what we can do together. That is why Democrats, Republicans, and independents are supporting our campaign. Over 200 people who worked for President George H.W. Bush, President George W. Bush, John McCain and Mitt Romney have endorsed me for president. Former Vice President Dick Cheney and Congresswoman Liz Cheney are supporting me as well because, as they said, we have a duty as citizens to put country above partisanship and defend our constitution. And that is my pledge to you. I will always put country above party, and I will be a president for [inaudible 00:06:39]. We are fighting for the future, a future with affordable child care, paid leave, and affordable healthcare, a future where we build what I call an opportunity economy so every American has an opportunity to own a home, to build wealth, to start a business.",S022,0.006024096385542169
2,"They’re leaders in the community. They’re civic leaders. They hire locally. They mentor. They’re part of the fabric of the community. And I know they are the backbone of America’s economy. So my plan is to give a $50,000 tax deduction to start up small businesses because not everybody started out with $400 million on a silver platter and then filed for bankruptcy six times. But a whole lot of people have the ingenuity, the entrepreneurship, the work ethic, and the ambition to do that kind of work and just need to be seen and supported for what they are and what they do for all of us. An opportunity economy.",S022,0.018018018018018018
3,"We need to build more housing in America. And so we are going to cut red tape and work with the private sector to build 3 million new homes by the end of my first term. I have a plan to lower the cost of living for America’s families on everything from healthcare to groceries. Under my plan, more than 100 million Americans will get a tax break, and thousands of dollars of your hard-earned money will go back into your pockets including $6,000 during the first year of a child’s life. And I will always put middle-class and working families first. I grew up a middle-class kid. I was raised by a hardworking mother who saved up, and by the time I was a teenager, she was able to afford to buy our first home. I understand how people work hard and have dreams and aspirations for their children and need to be put first, understanding again, when the middle-class is strong, America is strong. America is strong.",S022,0.005917159763313609
4,"But Donald Trump, well, he has a different plan. Just google Project 2025. It is a detailed and dangerous blueprint for what he will do if he is elected president. Donald Trump will give billionaires and big corporations massive tax cuts and cut corporate taxes by over a trillion dollars, even as they pull in record profits. He will add more than $5 trillion to the national debt. He intends to cut Social Security and Medicare, and he wants to impose what is in effect a national sales tax. I call it a Trump sales tax because it will be a tax on everyday basic necessities, which the economists have measured will cost the average family nearly $4,000 more a year.",S022,0.0
5,"And the top economists, they’ve previewed our plans. They’ve reviewed them. Goldman Sachs says my plan would grow our economy, and his plan would shrink it. 16 Nobel Prize-winning economists say he would reignite inflation, and Moody’s says he would ignite a recession by the middle of next year. He talks a big talk, but when folks review the numbers, highly respected folks, that’s what you learn about him. That’s what you learn. And North Carolina, on top of all of this, Donald Trump intends to end the Affordable Care Act. And as Stacey mentioned, you heard what he said in the debate. He has no plan to replace it. He said “concepts of a plan.” Oh, you all watched the debate?",S022,0.00819672131147541
6,"Concepts, concepts. No actual plan, concepts. And understand what’s at stake on that. 45 million Americans are insured through the Affordable Care Act, and he’s going to end it based on a concept and take us back to when insurance companies had the power to deny people with pre-existing conditions. Well, we are not going back back. We’re not going back. We’re not going back. No. We’ll move forward. We will move forward because ours is a fight for the future and it is a fight for freedom, like the fundamental freedom of a woman to make decisions about her own body and not have her government tell her what to do.",S022,0.026785714285714284
7,"And we know how we got to this issue because Donald Trump handpicked three members of the United States Supreme Court with the intention that they would undo the protections of Roe v. Wade. And they did as he intended. And now in over 20 states in our nation, they have what I call Trump abortion bans, including North Carolina and every single state in the south except Virginia. Think about that. Every single state in the south except Virginia. Now one in three women in America lives under Trump abortion ban, many with no exceptions, even for rape and incest. It is immoral. It is immoral. And I know we all here understand and agree one does not have to abandon their faith or deeply held beliefs to agree the government should not be telling her what to do with her body.",S022,0.013986013986013986
8,"And what we know is that the impact of this… It’s been over two years now since that decision came down. The impact of this is so real. It’s affecting people every day just based on the stories we know, and there are so many stories we don’t know. Think about it. Because of Trump’s abortion bans, women are being refused care during miscarriages. Some are only being treated if they develop sepsis. And when asked on Tuesday night, Donald Trump refused to say that he would veto a national abortion ban. You remember that? He refused to answer that question. Refused to answer that question. Well, I’m going to tell you. When Congress passes a bill to restore reproductive freedom, as President of the United States, I will proudly, proudly, sign it into law. Proudly.",S022,0.007352941176470588
9,"And across our nation, across our nation, we are witnessing a full-on assault on other hard fought, hard won fundamental freedoms and rights like the freedom to vote, the freedom to be safe from gun violence, the freedom to breathe clean air and drink clean water and the freedom to love who you love openly and with pride. And North Carolina has a history of the point I’m about to make. Generations, generations of Americans before us led the fight for freedom. And now the baton is in our hands. It is in our hands. So we who believe in the sacred freedom to vote will finally pass the John Lewis Voting Rights Act and the freedom to vote at it. And we who believe in the freedom to live safe from gun violence will finally pass an assault weapons ban, universal background checks. And red flag laws.",S022,0.05405405405405406
10,"So much, so much is at stake in this election. So much is at stake in this election. And understand this is not 2016 or 2020 for a number of reasons, including why the stakes are higher. Because two months ago, the United States Supreme Court Supreme basically told the former president that he will effectively be immune no matter what he does in the White House. Think about that. Think about that. Just imagine Donald Trump with no guardrails. Right? He who has vowed that if re-elected he’ll be a dictator on day one, that he will weaponize the Department of Justice against his political enemies, and has called for the quote, “termination of the Constitution of the United States of America.” Think about that. And let us be very clear. Somebody who suggests we should terminate the Constitution of the United States should never again stand behind the seal of the President of the United States. Never again. Never again. Never again.",S022,0.006097560975609756
11,"And one of the points that I mentioned on Tuesday, the people who served under him at the White House, who saw him every day, his national security advisor, his defense secretary, his chief of staff, and his vice president, all have warned, all who worked with him every day in the White House, sat with him in the Oval Office, have warned America, Donald Trump is not fit to be President of the United States and should never again occupy our nation’s highest office. And we’re not going back.",S022,0.011111111111111112
12,"But here’s also the thing. Ours will be a very tight race until the end. Okay? It’s going to be a tight race until the end. And we are the underdog. Understand that. We are the underdog. There are powerful forces trying to convince people that their vote doesn’t matter. There are powerful forces here too. But I say all that to say we’ve got some hard work ahead of us. But here’s the thing I love about everybody here. We love hard work. Hard work is good work. Hard work is good work. Hard work is good work. And with your help, we will win in November. We will win. We will. We will win. So North Carolina, today I then ask you, are you ready to make your voices heard? Do we believe in freedom? Do we believe in opportunity? Do we believe in the promise of America? And are we ready to fight for it? And when we fight, we win.",S022,0.024390243902439025
13,"All right, so here’s the thing. Okay, we got a lot of work to do. We got a lot of work to do. Okay, so North Carolina, you probably know… Please have a seat if you have a chair. Two nights ago, Donald Trump and I had our first debate. And I believe we owe it to the voters to have another debate because this election and what is at stake could not be more important. On Tuesday night, I talked about issues that I know matter to families across America, like bringing down the cost of living, investing in America’s small businesses, protecting reproductive freedom, and keeping our nation safe and secure. But that’s not what we heard from Donald Trump. Instead, it was the same old show, that same tired playbook that we’ve heard for years with no plans for how he would address the needs of the American people. Because you know it’s all about him. It’s not about you. Well, folks, I said it then, I say it now, it’s time to turn the page. Turn that page. Turn that page. Turn that page.",S022,0.0
14,"Because to your point, America is ready for a new way forward. We are ready for a new generation of leadership that is optimistic about what we can do together. That is why Democrats, Republicans, and independents are supporting our campaign. Over 200 people who worked for President George H.W. Bush, President George W. Bush, John McCain and Mitt Romney have endorsed me for president. Former Vice President Dick Cheney and Congresswoman Liz Cheney are supporting me as well because, as they said, we have a duty as citizens to put country above partisanship and defend our constitution. And that is my pledge to you. I will always put country above party, and I will be a president for [inaudible 00:06:39]. We are fighting for the future, a future with affordable child care, paid leave, and affordable healthcare, a future where we build what I call an opportunity economy so every American has an opportunity to own a home, to build wealth, to start a business.",S022,0.006024096385542169
15,"They’re leaders in the community. They’re civic leaders. They hire locally. They mentor. They’re part of the fabric of the community. And I know they are the backbone of America’s economy. So my plan is to give a $50,000 tax deduction to start up small businesses because not everybody started out with $400 million on a silver platter and then filed for bankruptcy six times. But a whole lot of people have the ingenuity, the entrepreneurship, the work ethic, and the ambition to do that kind of work and just need to be seen and supported for what they are and what they do for all of us. An opportunity economy.",S022,0.018018018018018018
16,"We need to build more housing in America. And so we are going to cut red tape and work with the private sector to build 3 million new homes by the end of my first term. I have a plan to lower the cost of living for America’s families on everything from healthcare to groceries. Under my plan, more than 100 million Americans will get a tax break, and thousands of dollars of your hard-earned money will go back into your pockets including $6,000 during the first year of a child’s life. And I will always put middle-class and working families first. I grew up a middle-class kid. I was raised by a hardworking mother who saved up, and by the time I was a teenager, she was able to afford to buy our first home. I understand how people work hard and have dreams and aspirations for their children and need to be put first, understanding again, when the middle-class is strong, America is strong. America is strong.",S022,0.005917159763313609
17,"But Donald Trump, well, he has a different plan. Just google Project 2025. It is a detailed and dangerous blueprint for what he will do if he is elected president. Donald Trump will give billionaires and big corporations massive tax cuts and cut corporate taxes by over a trillion dollars, even as they pull in record profits. He will add more than $5 trillion to the national debt. He intends to cut Social Security and Medicare, and he wants to impose what is in effect a national sales tax. I call it a Trump sales tax because it will be a tax on everyday basic necessities, which the economists have measured will cost the average family nearly $4,000 more a year.",S022,0.0
