speech_id,line_id,sentence_id,sentence_text,valence,arousal,dominance
S028,0,0,"Let me just say, it’s good to be here with all of the friends, all of the leaders who are here.",0.6783333333333333,0.327,0.465
S028,0,1,"I want to thank former Governor Ed Rendell, Senator Bob Casey, who we will re-elect this November, Senator John Fetterman, Mayor Sherrell Parker, and Chairman Jamie Harrison.",0.5884444444444444,0.48444444444444446,0.7236666666666667
S028,0,2,"It is so good to be here with your incredible governor, Josh Shapiro.",0.8216666666666667,0.46799999999999997,0.6633333333333334
S028,0,3,"I’ll say Josh is a dear, dear friend, and an extraordinary leader.",0.8066666666666666,0.49066666666666664,0.657
S028,0,4,"He and I have been spending a lot of time together over the years, and I told Josh, look, I am so, so invested in our friendship in doing this together because together with Josh Shapiro, we will win Pennsylvania.",0.743,0.4069,0.6193000000000001
S028,0,5,We’ll win Pennsylvania.,0.927,0.694,0.888
S028,0,6,"I thank you, Josh.",0.958,0.353,0.526
S028,0,7,I thank you.,0.958,0.353,0.526
S028,1,0,"Philadelphia, I launched my campaign for the President of the United States a mere two weeks ago, and it’s been a bit of a whirlwind.",0.5671666666666667,0.41900000000000004,0.564
S028,1,1,"Just last night, the delegates to the Democratic National Convention finished voting, and so I stand before you today to proudly announce I am now officially the Democratic nominee for President of the United States.",0.6958181818181819,0.4852727272727273,0.6850909090909091
S028,1,2,Now we got some work to do.,0.719,0.596,0.75
S028,1,3,We need to move to the general election and win that.,0.7104,0.5836,0.6524
S028,1,4,"To all the friends, listen, we also need to level set.",0.5660000000000001,0.4255,0.34550000000000003
S028,1,5,"We are the underdogs in this race, but we have the momentum and I know exactly what we are up against.",0.7283333333333334,0.5,0.6616666666666666
S028,2,0,"Now, many of you know, before I was elected vice president or elected a United States Senator, I was an elected attorney general and before that, elected district attorney.",0.6043333333333334,0.5393333333333333,0.7505000000000001
S028,2,1,"Before that, I was a courtroom prosecutor.",0.385,0.67,0.887
S028,2,2,"In those roles, I took on perpetrators of all kinds.",,,
S028,2,3,"Predators who abused women, fraudsters who scammed consumers, cheaters who broke the rules for their own gain, so hear me when I say I know Donald Trump’s type.",0.47240000000000004,0.5128,0.44699999999999995
S028,3,0,"Wait, let me just say… Let me say, hold on, hold on, hold on.",0.4396,0.32320000000000004,0.3412
S028,3,1,"This campaign, our campaign, is not just a fight against Donald Trump.",0.531,0.868,0.809
S028,3,2,"Our campaign, this campaign, is a fight for the future.",0.531,0.868,0.809
S028,3,3,It’s a fight for the future.,0.531,0.868,0.809
S028,3,4,"Pennsylvania, we fight for a future with affordable housing, affordable healthcare, affordable childcare, paid leave.",0.7878,0.5412000000000001,0.6148
S028,3,5,"We fight for a future where we build a broad-based economy where every American has the opportunity to own a home, to start a business, and to build wealth.",0.7379999999999999,0.6018571428571429,0.7714285714285714
S028,4,0,"We fight for a future where we bring down prices that are still too high and lower the cost of living for America’s families so that they have a chance not just to get by, but to get ahead.",0.6310833333333333,0.5220000000000001,0.5675833333333333
S028,4,1,We fight for a future where we defend our most fundamental freedoms.,0.70625,0.664,0.792
S028,4,2,"The freedom to vote, the freedom to be safe from gun violence, the freedom to love who you love openly and with pride, and the freedom of a woman to make decisions about her own body, not having her government tell her what to do.",0.758153846153846,0.4898461538461538,0.7178461538461539
