speech_id,line_id,sentence_id,sentence_text,valence,arousal,dominance
S008,0,0,"And of course with us tonight is my husband, the first second gentleman of the United States and the first Jewish spouse of a president or vice president in the history.",0.6382222222222222,0.5224444444444445,0.7102222222222223
S008,0,1,And he’s been such an incredible leader in so many ways.,0.845,0.6890000000000001,0.914
S008,0,2,"And this of course, this fact, this historical fact has led to a lot of other firsts, including the first mezuzah on the front door of the vice president’s residence, the first menorah lit in the residence and the first Passover Seder hosted at the residence, all of which are a great source of pride for Doug and me and our entire family, as I know it is for many who have celebrated with us over the years.",0.6612631578947369,0.4332105263157895,0.6405789473684211
S008,1,0,"So moving forward, I will say that I want to thank everyone who is here and to recognize that tonight we gather to of course, celebrate the 75th anniversary of the state of Israel.",0.7144,0.5157999999999999,0.6031
S008,1,1,Truly a remarkable milestone.,0.88,0.573,0.72
S008,1,2,"For millennia, a homeland for the Jewish people was just a dream, a dream that lived in the hearts of generations of Jews, a dream that was sustained through displacement and discrimination, through struggle and sacrifice, and through one of the most horrific atrocities in the history of the world.",0.5961818181818181,0.4505454545454545,0.5513636363636363
S008,1,3,"Yet as a famous quote from Theodor Herzl reminds us, “If you will it, it is no dream.” And the story of Israel over the past 75 years has proven this time and time again.",0.6691111111111111,0.4197777777777778,0.5998888888888889
S008,1,4,"I remember as a young girl growing up in the Bay Area in California, collecting donations on behalf of the Jewish National Fund.",0.67075,0.3645,0.5375
S008,1,5,"And for those of you who, I will date myself, are old enough, you will remember those little blue boxes which we would walk around asking people to please donate so we could plant trees in Israel.",0.642,0.3140833333333333,0.4741666666666667
S008,2,0,And yet that act of us as children and young people was about so much more.,0.7056666666666667,0.5473333333333333,0.5566666666666666
S008,2,1,"It was about our sense of connection to the importance of building the state of Israel, helping the Jewish people thrive, dreaming together and willing the dream into reality.",0.7536,0.3995,0.5875
S008,2,2,"Years later, as an adult, when I visited Israel for the first time, I saw the incredible results of these efforts, these collective efforts, an extraordinary country built, as the ambassador has mentioned, on ingenuity, creativity, and determination.",0.669,0.5345,0.7355
S008,2,3,"As Israel developed over the decades, the United States has been a proud and steadfast partner, as has been noted from President Harry Truman’s recognition of the state of Israel 11 minutes after Ben-Gurion declared independence.",0.7081250000000001,0.4855,0.7016249999999999
S008,2,4,"Through Republican and Democratic administrations and through, today, under the leadership of President Joe Biden, the United States has an unbreakable bond with the state of Israel.",0.67625,0.528125,0.77425
S008,2,5,"A bond that I have been so very proud to work to strengthen throughout my career in public service, whether it be as District Attorney of San Francisco, Attorney General of California, a United States Senator, and now as Vice President of the United States.",0.67875,0.5451875,0.7300625000000001
S008,3,0,At the core of the US-Israel relationship is America’s ironclad commitment to the security of Israel.,0.74,0.5324,0.6943999999999999
S008,3,1,"This commitment endures, not only because it is in America’s strategic interest, but because it is the right thing to do.",0.67225,0.498,0.6684999999999999
S008,3,2,"And this is why I was proud to vote for unprecedented security assistance to Israel, almost $4 billion per year every year that I served in the United States Senate.",0.673888888888889,0.4592222222222222,0.669888888888889
S008,3,3,And this is why our administration continues to provide this assistance and added another $1 billion in the wake of the 2021 conflict with Hamas.,0.6328571428571428,0.5407142857142857,0.6281428571428572
