speech_id,line_id,sentence_id,sentence_text,valence,arousal,dominance
S041,0,0,"I also want to thank the other champions for reproductive freedom who are here, Secretary Xavier Becerra, who is here.",0.742,0.4665000000000001,0.6175
S041,0,1,Congresswoman Alma Adams.,,,
S041,0,2,"Congressman Jeff Jackson, who tells a real good story.",0.6983333333333333,0.44966666666666666,0.7093333333333334
S041,0,3,North Carolina Attorney General Josh Stein.,0.6549999999999999,0.4443333333333333,0.6856666666666666
S041,0,4,"And Ethel Isaacs Williams, the national president of The Links, Incorporated.",0.6875,0.4935,0.8180000000000001
S041,1,0,Thank you all.,0.958,0.353,0.526
S041,1,1,"Thank you, thank you, thank you all.",0.9579999999999999,0.353,0.526
S041,1,2,"Oh, it’s good to be back in North Carolina, I can tell you that.",0.6316666666666667,0.321,0.46416666666666667
S041,1,3,It certainly is.,,,
S041,1,4,"Well, let me start by thanking Dr.",0.676,0.447,0.5179999999999999
S041,1,5,Amy Bryant.,,,
S041,1,6,"You have heard from her, you know her, she’s extraordinary.",0.761,0.375,0.6485
S041,1,7,"Like so many of our medical health professionals, these are very trying times.",0.7456666666666667,0.38433333333333336,0.5376666666666666
S041,1,8,"And I was talking with some folks backstage about the fact that in times like this, in times of struggle, in times of hardship, these moments also reveal the heroes among us, the people who have the courage to stand strong in service of others, and truly, Dr.",0.646,0.42950000000000005,0.5656666666666667
S041,1,9,Bryant is one of those people.,0.542,0.292,0.37
S041,1,10,"So thank you for your introduction, and all that you do for your patients here in North Carolina.",0.7196666666666668,0.38533333333333336,0.504
S041,1,11,"I also want to thank my husband, the first second gentleman of the United States.",0.7246666666666667,0.4291666666666667,0.6094999999999999
S041,1,12,"I want to thank my longstanding and dear friend, the governor of North Carolina, Roy Cooper.",0.708,0.4734,0.6274000000000001
S041,1,13,"I think many of you may know, Roy and I actually served together when I was Attorney General of California and he was Attorney General of North Carolina.",0.720375,0.4355,0.6481250000000001
S041,1,14,"I have known him for a long time, he is an extraordinary leader, who always stands up for the rights and the freedoms of the people of North Carolina.",0.6804,0.425,0.5892000000000001
S041,1,15,"Roy, thank you.",0.958,0.353,0.526
S041,2,0,"We are here today because one year ago today, the United States Supreme Court, the highest court in our land, General Stein, the court of Thurgood, the court of RBG, took a constitutional right that had been recognized From the people of America, from the women of America, a fundamental right, a basic freedom.",0.6497058823529411,0.4632941176470588,0.6748823529411764
S041,2,1,"And I know most of us here remember where we were on that day a year ago when the court decided Dobbs, June 24th, 2022.",0.5996666666666667,0.3975,0.5321666666666667
