speech_id	line_id	sentence_id	sentence_text	anger_score
S047	0	0	I’ve been with him when he’ll bring folks into the Oval Office.	0.6644065976142883
S047	0	1	And you know how Joe can get sometimes.	0.6854296326637268
S047	0	2	He doesn’t spare words.	0.6503297090530396
S047	0	3	It’s good that sometimes the cameras are not in the room when he has those conversations.	0.6796855926513672
S047	0	4	Because the thing about the Joe Biden I know, and I know you know, because he has been a friend of labor for so long for his whole life, Joe Biden can be quite impatient.	0.6991882920265198
S047	0	5	And that’s a good thing for that kind of leader.	0.6752614974975586
S047	0	6	Quite impatient.	0.7049502730369568
S047	0	7	And I say to all of the friends here, the press that’s in the room, history will show what we here know.	0.6683092713356018
S047	0	8	Joe Biden has been one of the most transformative presidents in the United States that we have ever witnessed, and it comes from his heart.	0.6860297322273254
S047	1	0	And you know, Joe and I talk a lot about the fact that we are so proud to be the most pro-Union administration in America’s history.	0.7017734050750732
S047	1	1	[inaudible 01:06:22].	0.6915726065635681
S047	1	2	And as we know, Joe’s still got a lot of work to do, so let’s also understand that.	0.6727941036224365
S047	2	0	So I want to thank all the incredible leaders who are here today, including the Governor Shapiro, Lieutenant Governor Davis, Senator Casey, who we will re-elect this November.	0.6899001002311707
S047	2	1	Mayor Gainey, President Schuler, President Cooper, all the leaders of labor who are here, all the union members who are here.	0.670988142490387
S047	2	2	So I’ll just get right to a few points.	0.6618496179580688
S047	3	0	I love Labor Day.	0.7113274335861206
S047	3	1	I love celebrating Labor Day.	0.7154464721679688
S047	3	2	And Pittsburgh, of course, is a cradle of the American labor movement.	0.6702824831008911
S047	3	3	It is the birthplace of the AFL, headquarters of the Steelworkers, home to Firefighters Local 1, and of course the historic IBEW Local 5.	0.6635133624076843
S047	3	4	For more than 150 years, the brothers and sisters of labor have helped lead the fight for fair pay, better benefits and safe working conditions.	0.6684128046035767
S047	3	5	And every person in our nation has benefited from that work.	0.6826913356781006
S047	3	6	Everywhere I go, I tell people, “You may not be a union member, but you better thank unions for that five-day work week.	0.7008053660392761
S047	3	7	Thank unions for sick leave.	0.6840423941612244
S047	3	8	Thank unions for paid family leave.	0.6802643537521362
S047	3	9	Thank unions for your vacation time.” Because when union wages go up, everybody’s wages go up.	0.7002128958702087
S047	3	10	When union workplaces are safer, all workplaces are safer.	0.6845341324806213
