speech_id	line_id	sentence_id	sentence_text	anger_score
S045	0	0	My passion, one of them is small businesses.	0.6845656037330627
S045	0	1	I was actually, my mother raised my sister and me, but there was a woman who helped raise us.	0.6846409440040588
S045	0	2	We call her our second mother.	0.6669337749481201
S045	0	3	She was a small business owner.	0.6692835092544556
S045	0	4	I love our small businesses.	0.7039152979850769
S045	0	5	My plan is to give a $50,000 tax deduction to start up small businesses knowing they are part of the backbone of America’s economy.	0.6828460693359375
S045	0	6	My opponent, on the other hand, his plan is to do what he has done before, which is to provide a tax cut for billionaires and big corporations, which will result in $5 trillion to America’s deficit.	0.6588630676269531
S045	0	7	My opponent has a plan that I call the Trump’s sales tax, which would be a 20% tax on everyday goods that you rely on to get through the month.	0.6830544471740723
S045	0	8	Economists have said that that Trump sales tax would actually result for middle class families in about $4,000 more a year because of his policies and his ideas about what should be the backs of middle class people paying for tax cuts for billionaires.	0.6615371108055115
S045	1	0	I have talked with women around our country.	0.6854915022850037
S045	1	1	You wanna talk about this is what people wanted.	0.6704429984092712
S045	1	2	Pregnant women who want to carry a pregnancy to term suffering from a miscarriage being denied care in an emergency room because the healthcare providers are afraid they might go to jail and she’s bleeding out in a car in the parking lot.	0.704124927520752
S045	1	3	She didn’t want that.	0.6447438597679138
S045	1	4	Her husband didn’t want that.	0.6573017835617065
S045	1	5	A 12 or 13-year-old survivor of incest being forced to carry a pregnancy to turn, they don’t want that.	0.685458242893219
S045	1	6	And I pledge to you, when Congress passes a bill to put back in place the protections of Roe v.	0.6617467999458313
S045	1	7	Wade as President of the United States.	0.6644160747528076
S045	1	8	I will proudly sign it into law.	0.6895813345909119
S045	1	9	But understand if Donald Trump were to be reelected, he will sign a national abortion ban.	0.6800879836082458
S045	1	10	Understand in his project 2025, there would be a national abortion, a monitor that would be monitoring your pregnancies, your miscarriages.	0.6804009675979614
S045	1	11	I think the American people that certain freedoms in particular, the freedom to make decisions about one’s own body should not be made by the government.	0.6609830856323242
S045	2	0	And you know why?	0.6765448451042175
S045	2	1	Because he’d prefer to run on a problem instead of fixing a problem.	0.6790091395378113
S045	2	2	And understand this comes at a time where the people of our country actually need a leader who engages in solutions, who actually addresses the problems at hand.	0.6724982857704163
S045	2	3	But what we have in the former president is someone who would prefer to run on a problem instead of fixing a problem.	0.6768718361854553
S045	2	4	And I’ll tell you something, he’s gonna talk about immigration a lot tonight, even when it’s not the subject that is being raised.	0.6741088628768921
