speech_id	line_id	sentence_id	sentence_text	anger_score
S021	0	0	So thank you all.	0.6929308176040649
S021	0	1	So listen, this election, I do strongly believe is about two very different visions for our nation.	0.6676291227340698
S021	0	2	One, ours.	0.657976508140564
S021	0	3	Focused on the future, and the other focused on the past.	0.6711466312408447
S021	0	4	We see that contrast clearly in many ways, including when it comes to how we think about the economy.	0.671065628528595
S021	0	5	So our country has come a long way since President Biden and I took office.	0.6739333868026733
S021	0	6	At that time, we sadly remembered the millions of Americans that were out of work.	0.6603400707244873
S021	0	7	We were facing one of the worst economic crises in modern history.	0.6880109906196594
S021	0	8	And today, by virtually every measure, our economy is the strongest in the world.	0.6970483660697937
S021	1	0	We have created 16 million new jobs.	0.6817825436592102
S021	1	1	We have made historic investments in infrastructure, in chips manufacturing, in clean energy, and new numbers this week alone show that inflation is down under 3%.	0.6800889372825623
S021	1	2	And as President of the United States, it will be my intention to build on the foundation of this progress.	0.6639204025268555
S021	1	3	Still, we know that many Americans don’t yet feel that progress in their daily lives.	0.6773681044578552
S021	1	4	Costs are still too high, and on a deeper level for too many people, no matter how much they work, it feels so hard to just be able to get ahead.	0.6979857087135315
S021	2	0	As President, I will be laser focused on creating opportunities for the middle class that advance their economic security, stability and dignity.	0.6735906600952148
S021	2	1	Together, we will build what I call an opportunity economy, an opportunity economy, an economy where everyone can compete and have a real chance to succeed.	0.6848137378692627
S021	2	2	Everyone, regardless of who they are or where they start, has an opportunity to build wealth for themselves and their children.	0.6878823637962341
S021	2	3	And where we remove the barriers to opportunity, so anyone who wants to start a business or advance their career can access the tools and the resources that are necessary to do so.	0.6788162589073181
S021	3	0	I will focus on cutting needless bureaucracy and unnecessary regulatory red tape and encouraging innovative technologies while protecting consumers and creating a stable business environment with consistent and transparent rules of the road.	0.6692632436752319
S021	3	1	As President, I will bring together labor with small businesses and major companies to invest in America, to create good jobs, achieve broad-based growth, and ensure that America continues to define the future and lead the world.	0.6776034832000732
S021	4	0	And key, key, to creating this opportunity economy is building up our middle class.	0.6683865785598755
S021	4	1	It is essential.	0.6400991082191467
S021	4	2	The middle class is one of America’s greatest strengths, and to protect it, then, we must defend basic principles, such as your salary should be enough to provide you and your family with a good quality of life, such as no child should have to grow up in poverty, such as after years of hard work, you should be able to retire with dignity, and you should be able to join a union if you choose.	0.6870853900909424
