speech_id	line_id	sentence_id	sentence_text	anger_score
S003	0	0	Looking out at everyone tonight, I see the beauty of our great nation.	0.6735135316848755
S003	0	1	People from every corner of our country and every walk of life are here united by our shared vision for the future of our country and this November we will come together and declare with one voice as one people, we are moving forward.	0.6789222359657288
S003	0	2	With optimism, hope, and faith so guided by our love of country, knowing we all have so much more in common than what separates us.	0.6902198791503906
S003	0	3	Let us fight for the ideals we hold dear and let us always remember when we fight, we win.	0.6749033331871033
S003	0	4	God bless you.	0.6961583495140076
S003	0	5	God bless the United States of America.	0.6894698143005371
S003	0	6	Good night everyone.	0.647250235080719
S003	1	0	Good evening everyone.	0.6647262573242188
S003	1	1	Good evening.	0.6668691039085388
S003	1	2	Good evening.	0.6668691039085388
S003	1	3	It is so good to be with everyone this evening in this hall and everyone at home.	0.7203769683837891
S003	1	4	This is going to be a great week, and I want to kick us off by celebrating our incredible president, Joe Biden.	0.7177127599716187
S003	1	5	Who will be speaking later tonight.	0.6339214444160461
S003	1	6	Joe, thank you for your historic leadership, for your lifetime of service to our nation and for all you will continue to do.	0.6742911338806152
S003	1	7	We are forever grateful to you.	0.6995298266410828
S003	1	8	Thank you, Joe.	0.6763617992401123
