speech_id	line_id	sentence_id	sentence_text	anger_score
S032	0	0	But seriously, isn’t Tim Walz fantastic?	0.6962975263595581
S032	0	1	And I know for some folks you’re just getting to know him and you’ve heard he’s had many titles over his life, governor, congressman, dad, husband, coach.	0.6910416483879089
S032	0	2	But in 87 days, our nation is going to know Coach Walz as Vice President of the United States of America.	0.666019856929779
S032	0	3	That’s right.	0.603485107421875
S032	1	0	And it is so good to be here with so many incredible leaders, including my dear friends, Catherine Cortez Masto, Senator Jacky Rosen who we will reelect to the United States Senate, Congress members, Dina Titus, Steven Horsford and Susie Lee.	0.7033001780509949
S032	1	1	And I know Culinary 226 is in the house.	0.6901487112045288
S032	2	0	When I was the United States senator, we fought together for paid family leave and medical leave.	0.66954106092453
S032	2	1	And earlier this year, right here in Vegas, we celebrated your historic contract win.	0.6907951235771179
S032	2	2	And it is my promise to everyone here when I am president, we will continue our fight for working families of America, including to raise the minimum wage and eliminate taxes on tips for service and hospitality workers.	0.6810301542282104
S032	2	3	And Nevada today, I also bring greetings from our incredible president, Joe Biden.	0.682411789894104
S032	2	4	Joe.	0.6226004958152771
S032	3	0	In those roles, in those roles, I took on perpetrators of all kinds, predators who abused women, fraudsters who ripped off consumers, scammers who broke the rules for personal gain.	0.7035596370697021
S032	3	1	So Nevada, hear me when I say I know Donald Trump’s type.	0.6894770264625549
S032	3	2	I know.	0.639153778553009
S032	4	0	Well, well, hold on, hold on, hold on, hold on.	0.6684498190879822
S032	4	1	The court’s going to take care of that.	0.6308752298355103
S032	4	2	We’re just going to beat him in November.	0.6777558326721191
S032	4	3	We’ll beat him in November.	0.6495392322540283
S032	4	4	We’ll beat him in November.	0.6495392322540283
S032	4	5	But I’ve certainly been dealing with people like him my entire career.	0.6944957971572876
S032	4	6	For example, as Attorney General California, I took on one of our country’s largest for-profit colleges that scammed students.	0.6889287233352661
S032	5	0	Well, Donald Trump ran a for-profit college that scammed students.	0.6914001107215881
S032	5	1	Remember that.	0.6410043835639954
S032	5	2	As a prosecutor, I specialized in cases of sexual abuse.	0.7130919694900513
S032	5	3	Well, Donald Trump was found liable for committing sexual abuse.	0.704211413860321
S032	5	4	As attorney general, I held Wall Street Banks accountable for fraud.	0.6751578450202942
S032	5	5	Well, Donald Trump was just found guilty of fraud, 34 counts.	0.7022165656089783
S032	6	0	All of this is to say, in this campaign, I will proudly put my record against his every day of the week, every day of the week.	0.6855010390281677
S032	6	1	That being said, let’s make no mistake.	0.660305917263031
S032	6	2	This campaign is not just about us versus Donald Trump.	0.6632086634635925
S032	6	3	It is about two different visions for our nation.	0.6729475855827332
S032	7	0	We believe in a future where we lower the cost of living for America’s families so they have a chance not just to get by, but to get ahead, to get ahead, because, look, while our economy is doing well by many measures, prices for everyday things like groceries are still too high.	0.6768217086791992
S032	7	1	You know it, and I know it.	0.6742119193077087
S032	7	2	When I was attorney general, I went after price-fixing schemes.	0.6828668117523193
S032	7	3	And when I am president, I will continue that work to bring down prices.	0.6794692873954773
S032	8	0	I will take on big corporations that engage in illegal price gouging, corporate landlords that unfairly raise rents on working families, and take on big pharma and cap the cost of prescription drugs for all Americans.	0.6792399287223816
S032	8	1	Unlike Donald Trump, I will always, I promise you, put the middle class and working families first because you see, Tim Walz and I may not appear to have a whole lot in common, but we have so much in common.	0.6770978569984436
S032	8	2	And I’ll tell you what he and I	0.662254273891449
S032	9	0	And we’re not going back because Nevada, we fight for the future, a future with affordable healthcare, affordable child care, and paid leave.	0.6758806705474854
S032	9	1	We fight for a future where we build a broad-based economy where every American has an opportunity to own a home, to start a business, and to build wealth.	0.6773377656936646
S032	10	0	And so while we together work to move our nation forward, Donald Trump has a different plan.	0.6546935439109802
S032	10	1	Just look at his Project 2025 agenda, which I keep saying I can’t believe they put that in writing.	0.7021487355232239
S032	10	2	So if he is elected, Donald Trump intends to give tax breaks to billionaires and big corporations.	0.6643379330635071
S032	10	3	He intends to cut Social Security and Medicare, and he intends to surrender our fight against the climate crisis.	0.6558564305305481
S032	10	4	And I don’t need to tell Nevada every day because you feel the impact of extreme heat and drought.	0.6891747713088989
S032	11	0	You know the climate crisis is real.	0.6693432927131653
S032	11	1	But Donald Trump, well he claims it’s a hoax.	0.6689824461936951
S032	11	2	And on top of this, if Donald Trump were to win in November, he won’t.	0.6774499416351318
S032	11	3	But if he were to win in November, he intends to end the Affordable Care Act.	0.6560027599334717
S032	11	4	Think about that.	0.6372443437576294
S032	11	5	To take us back to a time when insurance companies had the power to deny people with pre-existing conditions.	0.6718138456344604
S032	11	6	You remember what that was like?	0.6839280128479004
S032	11	7	Children with asthma, breast cancer survivors, grandparents with diabetes.	0.707402229309082
S032	12	0	Look, America has tried these failed policies before and we are not going back.	0.6879340410232544
S032	13	0	I was the attorney of a border state, attorney general of a border state.	0.6796834468841553
S032	13	1	I went after transnational gangs, drug cartels, and human traffickers who came into our country illegally.	0.6795721650123596
S032	13	2	I prosecuted them in case after case and I won.	0.7124441862106323
S032	14	0	We know our immigration system is broken and we know what it takes to fix it.	0.6702772974967957
S032	14	1	Comprehensive reform that includes yes, strong border security and an earned pathway to citizenship.	0.663566529750824
S032	15	0	But Donald Trump don’t want to fix this problem.	0.665852963924408
S032	15	1	He talks a big game about a lot of things, but he talks a big game about border security, but he does not walk the walk.	0.6638534069061279
S032	15	2	Earlier this year, we had a chance to pass the toughest bipartisan board of security bill in decades.	0.6714824438095093
S032	15	3	But Donald Trump tanked the bill because he thought it would help him win an election.	0.6672087907791138
S032	16	0	Well, when I am president, I will sign that bill into law.	0.680146336555481
S032	16	1	Nevada, ours is a fight for the future and it is a fight for freedom.	0.6745299696922302
S032	16	2	Across our nation we have been witnessing a full-on assault on hard-won, hard-fought freedoms and fundamental rights, the freedom to vote, the freedom to be safe from gun violence, the freedom to love who you love openly and with pride, and the freedom of a woman to make decisions about her own body and not have her government tell her what to do, a fight for freedom.	0.6749715209007263
S032	17	0	And on that last point, we all know how we got here.	0.675171434879303
S032	17	1	When he was President, Donald Trump hand-picked three members of the United States Supreme Court because he intended for them to undo the protections of Roe v.	0.6632610559463501
S032	17	2	Wade.	0.630521833896637
S032	17	3	And as he intended, they did.	0.6632530093193054
S032	17	4	Now, in more than 20 states, there is a Trump abortion ban, many with no exceptions, even for rape and incest.	0.6902418732643127
S032	18	0	And be sure if he were to win, he would sign a national abortion ban, which would outlaw abortion in every state, even Nevada.	0.6802793145179749
S032	18	1	But we are not going to let that happen because we trust women.	0.6600033044815063
S032	19	0	And when I am President of the United States and Congress passes a bill to restore reproductive freedoms, I will sign it into law.	0.6863611936569214
S032	19	1	So I know the folks who are here.	0.6723531484603882
S032	19	2	I know the people of Nevada.	0.6763585805892944
S032	19	3	You are battle-born.	0.6750037670135498
S032	19	4	You are battle-born.	0.6750037670135498
S032	19	5	And if Donald Trump wants to pick a fight over our most fundamental freedoms, we say bring it on.	0.6811196208000183
S032	19	6	Bring it on.	0.635955810546875
S032	19	7	Bring it on.	0.635955810546875
S032	20	0	And we who believe in the freedom to live safe from gun violence will finally pass an assault weapons ban, universal background checks and red flag laws.	0.6674206852912903
S032	21	0	So much is on the line.	0.6729496121406555
S032	21	1	So much is on the line in this election.	0.6695986986160278
S032	21	2	And understand, this is not 2016.	0.6764117479324341
S032	21	3	This is not 2020.	0.6765594482421875
S032	21	4	This time around the stakes are even higher.	0.6726146936416626
S032	21	5	And that’s because last month the Supreme Court of the United States basically told the former President that going forward he will effectively be immune no matter what he does in the White House.	0.6789231300354004
S032	21	6	But think about what that means.	0.6654872894287109
S032	21	7	Think about what that means.	0.6648485064506531
S032	21	8	So Donald Trump has vowed to be a dictator on day one if re-elected.	0.6928536891937256
S032	21	9	He said he will weaponize essentially the Department of Justice against his political enemies, and even called for the “termination” of the Constitution of the United States.	0.6781124472618103
S032	22	0	Let us be very clear.	0.6596965789794922
S032	22	1	Someone who suggests we should terminate the Constitution of the United States should never again stand behind the seal of President of the United States.	0.6592392921447754
S032	22	2	Never again.	0.6533336639404297
S032	23	0	And think about it.	0.6477978825569153
S032	23	1	After all, the promise of America is what makes it possible for Tim Waltz and me to be together on this stage today.	0.6726641654968262
S032	23	2	Think about that.	0.6372443437576294
S032	23	3	Think about that.	0.6372443437576294
S032	23	4	Think about it.	0.6343216300010681
S032	23	5	Two middle-class kids.	0.6832827925682068
S032	23	6	One, a daughter of Oakland, California who was raised by a working mother.	0.6720632910728455
S032	23	7	I had a summer job at McDonald’s.	0.6711536049842834
S032	23	8	The other, a son of the Nebraska Plains who grew up working on a farm.	0.6643738150596619
S032	23	9	Think about it.	0.6343216300010681
S032	23	10	Think about it.	0.6343216300010681
S032	23	11	Only in America is it possible that the two of them would be running together all the way to the White House.	0.6721412539482117
S032	23	12	Only in America.	0.6589466333389282
S032	23	13	Only in America.	0.6589466333389282
S032	24	0	So look, and I love you back.	0.6978372931480408
S032	24	1	I love you back.	0.6978434324264526
S032	24	2	So look, we are together.	0.6757675409317017
S032	24	3	We are running this campaign on behalf of all Americans, from red states to blue states, from the heartland to the coast.	0.6695464253425598
S032	24	4	And when elected, we will govern on behalf of all Americans.	0.6795446872711182
S032	24	5	All Americans.	0.6625595092773438
S032	25	0	So Nevada ultimately in this election, I believe we each face a question, what kind of country do we want to live in?	0.6694843173027039
S032	25	1	A country of chaos, fear and hate, or a country of freedom, compassion and rule of law.	0.6834485530853271
S032	26	0	And the beauty.	0.6401635408401489
S032	26	1	And the beauty of our democracy.	0.6625745296478271
S032	26	2	Here’s the thing, the beauty of our democracy is we each, each person has the power.	0.6830382943153381
S032	26	3	Each person has the power to answer that question.	0.6652171015739441
S032	26	4	The power is with the people.	0.6575859189033508
S032	26	5	The power is with the people.	0.6575859189033508
S032	26	6	It’s with the people.	0.6212276220321655
S032	27	0	And so in the next 87 days, we need you to use your power to knock on doors, register folks to vote, and make your voices heard.	0.6670114994049072
S032	28	0	So Nevada, today I ask you, are you ready to make your voices heard?	0.678384006023407
S032	29	0	But seriously, isn’t Tim Walz fantastic?	0.6962975263595581
S032	29	1	And I know for some folks you’re just getting to know him and you’ve heard he’s had many titles over his life, governor, congressman, dad, husband, coach.	0.6910416483879089
S032	29	2	But in 87 days, our nation is going to know Coach Walz as Vice President of the United States of America.	0.666019856929779
S032	29	3	That’s right.	0.603485107421875
S032	30	0	And it is so good to be here with so many incredible leaders, including my dear friends, Catherine Cortez Masto, Senator Jacky Rosen who we will reelect to the United States Senate, Congress members, Dina Titus, Steven Horsford and Susie Lee.	0.7033001780509949
S032	30	1	And I know Culinary 226 is in the house.	0.6901487112045288
S032	31	0	When I was the United States senator, we fought together for paid family leave and medical leave.	0.66954106092453
S032	31	1	And earlier this year, right here in Vegas, we celebrated your historic contract win.	0.6907951235771179
