speech_id	line_id	sentence_id	sentence_text	anger_score
S008	0	0	And of course with us tonight is my husband, the first second gentleman of the United States and the first Jewish spouse of a president or vice president in the history.	0.6765771508216858
S008	0	1	And he’s been such an incredible leader in so many ways.	0.6931484341621399
S008	0	2	And this of course, this fact, this historical fact has led to a lot of other firsts, including the first mezuzah on the front door of the vice president’s residence, the first menorah lit in the residence and the first Passover Seder hosted at the residence, all of which are a great source of pride for Doug and me and our entire family, as I know it is for many who have celebrated with us over the years.	0.6995656490325928
S008	1	0	So moving forward, I will say that I want to thank everyone who is here and to recognize that tonight we gather to of course, celebrate the 75th anniversary of the state of Israel.	0.6894981265068054
S008	1	1	Truly a remarkable milestone.	0.6852858066558838
S008	1	2	For millennia, a homeland for the Jewish people was just a dream, a dream that lived in the hearts of generations of Jews, a dream that was sustained through displacement and discrimination, through struggle and sacrifice, and through one of the most horrific atrocities in the history of the world.	0.6925086975097656
S008	1	3	Yet as a famous quote from Theodor Herzl reminds us, “If you will it, it is no dream.” And the story of Israel over the past 75 years has proven this time and time again.	0.6973170042037964
S008	1	4	I remember as a young girl growing up in the Bay Area in California, collecting donations on behalf of the Jewish National Fund.	0.6766311526298523
S008	1	5	And for those of you who, I will date myself, are old enough, you will remember those little blue boxes which we would walk around asking people to please donate so we could plant trees in Israel.	0.693938136100769
S008	2	0	And yet that act of us as children and young people was about so much more.	0.6701271533966064
S008	2	1	It was about our sense of connection to the importance of building the state of Israel, helping the Jewish people thrive, dreaming together and willing the dream into reality.	0.6778000593185425
S008	2	2	Years later, as an adult, when I visited Israel for the first time, I saw the incredible results of these efforts, these collective efforts, an extraordinary country built, as the ambassador has mentioned, on ingenuity, creativity, and determination.	0.6969998478889465
S008	2	3	As Israel developed over the decades, the United States has been a proud and steadfast partner, as has been noted from President Harry Truman’s recognition of the state of Israel 11 minutes after Ben-Gurion declared independence.	0.6730042695999146
S008	2	4	Through Republican and Democratic administrations and through, today, under the leadership of President Joe Biden, the United States has an unbreakable bond with the state of Israel.	0.6744738221168518
S008	2	5	A bond that I have been so very proud to work to strengthen throughout my career in public service, whether it be as District Attorney of San Francisco, Attorney General of California, a United States Senator, and now as Vice President of the United States.	0.6879816651344299
S008	3	0	At the core of the US-Israel relationship is America’s ironclad commitment to the security of Israel.	0.6426979303359985
S008	3	1	This commitment endures, not only because it is in America’s strategic interest, but because it is the right thing to do.	0.6695336699485779
S008	3	2	And this is why I was proud to vote for unprecedented security assistance to Israel, almost $4 billion per year every year that I served in the United States Senate.	0.6842469573020935
S008	3	3	And this is why our administration continues to provide this assistance and added another $1 billion in the wake of the 2021 conflict with Hamas.	0.6775467395782471
S008	3	4	And know this, whether replenishing Iron Dome, working together to develop a new laser defense system or countering Iran and its proxies, the commitment of the United States and its commitment to Israel’s security will remain unwavering.	0.6632998585700989
S008	4	0	Our administration believes that in order to promote the security of Israel, the region, and the United States, we must continue to create a more integrated and interconnected Middle East.	0.665375828742981
S008	4	1	That is why we will continue to build on Israel’s peace treaties with Egypt and Jordan, and on Israel’s historic agreements with the UAE, Bahrain, and Morocco.	0.6751140356063843
S008	4	2	Also understanding this all is to support Israel’s normalization with countries in the region and beyond.	0.6769478917121887
S008	4	3	As we do that, the Biden-Harris administration will continue to work toward a world where Israelis and Palestinians can live safely and securely and enjoy equal measures of freedom, prosperity, and democracy.	0.6627189517021179
S008	4	4	And we believe that the best way to achieve this goal is through two states.	0.6824915409088135
S008	5	0	We also believe that for Israel to be secure and for the Jewish people everywhere to be safe, we must stand up and fight back against anti-Semitism, wherever and whenever we see it.	0.6670697331428528
