speech_id,line_id,sentence_id,sentence_text,valence,arousal,dominance
S001,0,0,"And it is a moment we’re born out of our love of our country, born out of, for me, having taken the oath of office to the Constitution, United States, at least six times.",0.6786666666666666,0.40086666666666665,0.5914
S001,0,1,I believe what is at stake in this election is so fundamental for us as Americans.,0.6433333333333334,0.3998333333333333,0.6340000000000001
S001,0,2,And it is about do we take seriously the importance of a president who obeys the oath to be loyal to the Constitution of the United States?,0.6928333333333333,0.43425,0.6765833333333333
S001,0,3,"Do we prioritize a President of the United States who cares about rule of law, much less the spirit with which they approach this most powerful position?",0.6560769230769231,0.4757692307692307,0.6509999999999999
S001,1,0,There’s so much about this last era.,0.615,0.407,0.449
S001,1,1,"When I talk about turn the page, that’s what I’m referring to.",0.6367499999999999,0.3315,0.47800000000000004
S001,1,2,"The last decade, that has been about some powerful forces suggesting that the measure of the strength of a leader is based on who you beat down instead of what I think most of us believe, regardless of your party affiliation, that the real measure of the strength of a leader is based on who you lift up.",0.6619583333333333,0.48287499999999994,0.6330833333333333
S001,2,0,"And so for that reason, I’m not surprised that Liz Cheney and I are on the same stage 15 days before the election.",0.6951666666666666,0.4406666666666667,0.5529999999999999
S001,3,0,"As vice president of the United States, my priorities have been many, including, to your point, the work that you and I have done over the years focusing on women’s health.",0.6823333333333333,0.43899999999999995,0.6257333333333334
S001,3,1,One of my priorities has been maternal mortality.,0.6538333333333334,0.4376666666666667,0.5888333333333334
S001,3,2,"But I have only had one client in my career, the people.",0.6638333333333334,0.4386666666666667,0.5466666666666666
S001,3,3,And my belief is that there is great nobility in public service if one understands that they hold the office in the public trust.,0.690076923076923,0.3923076923076923,0.5999999999999999
S001,3,4,It is not about personal power.,0.713,0.40700000000000003,0.658
S001,3,5,It is about what you can do that lifts up the condition of people.,0.6350000000000001,0.42250000000000004,0.5365000000000001
S001,3,6,"And there is so much about how I think about my responsibility, and I’m here to ask for your vote, is that I intend to be a president for all Americans, understanding that the vast majority of us have so much more in common than what separates us.",0.6382666666666666,0.40926666666666667,0.6104
S001,4,0,"And this era that was initiated by Donald Trump has not only been exhausting, it has been harmful to us as a nation.",0.6227,0.43039999999999995,0.5957000000000001
S001,4,1,The notion that a president of the United States would encourage Americans to point fingers at each other?,0.5893333333333334,0.37066666666666664,0.5710000000000001
S001,4,2,"That there would be a suggestion that we are a divided country, instead of knowing we have so much more in common than what separates us?",0.5878,0.3657,0.5095
S001,4,3,"I have, as vice president, met over a hundred and fifty world leaders, presidents, prime ministers, chancellors, and kings.",0.6442307692307693,0.5031538461538462,0.7105384615384616
S001,4,4,"My most recent overseas trips as vice president, which were relatively close to then the election, our allies have expressed real concern.",0.60875,0.50025,0.6
S001,5,0,Our children are now learning how to keep themselves safe if there’s an active shooter at their school.,0.726,0.49187499999999995,0.6258750000000001
S001,5,1,"I did a tour last year of colleges with college-aged kids, so I also did some trade schools, and I would ask at the room, the auditorium would be packed, college-aged kids, and I’d ask them, “Raise your hand if at any point between kindergarten and 12th grade, you had to endure an active shooter drill.” Almost every hand went up.",0.6048000000000002,0.4528666666666667,0.5368333333333334
S001,5,2,"Our kids are growing up where they are learning that they may be unsafe in the classroom, where they should be absorbing the wonders of the world.",0.6671538461538462,0.41884615384615387,0.5238461538461539
S001,5,3,"One kid said to me, “Yeah, we were talking about this,” and said to me, “Yeah, that’s why I don’t like going to fifth period.” I said, “Why, sweetheart?",0.6476666666666666,0.3625,0.48208333333333336
S001,5,4,"Why don’t you like going to fifth period?” ” Because in that classroom, there’s no closet in which to hide.”",0.5432857142857144,0.3817142857142858,0.4178571428571428
S001,6,0,"So when we think of this issue, we must also consider the direct trauma for those who have been directly affected by gun violence, including that to our kids who are in schools across our country doing this.",0.5706666666666667,0.5058888888888888,0.5723333333333334
S001,6,1,"Not to mention their teachers, who want to teach and also have to worry about will",0.6475714285714286,0.49914285714285717,0.6417142857142857
S001,7,0,"That there are certain things in particularly the matters of national security, where it’s not about partisanship, it’s about where should America stand in terms of supporting our allies and standing for certain principles.",0.6419285714285715,0.3534999999999999,0.624
S001,7,1,I’ll give you as a point of reference for me in terms of how I feel about this on the partisan issue.,0.5851428571428572,0.4547142857142857,0.541
S001,7,2,"For the four years that I was in the United States Senate, my favorite committee was the Senate Intelligence Committee.",0.6475000000000001,0.37500000000000006,0.673
S001,7,3,"And I served on that committee and we would meet in a room that’s called a SCIF, and it’s basically a, it’s very secure room.",0.6703749999999999,0.410875,0.55925
S001,7,4,"No press with all due respect is allowed in, no cameras, everyone has to leave their cell phone outside.",0.6483000000000001,0.3515,0.5075000000000001
S001,7,5,It’s a bipartisan committee.,0.592,0.392,0.721
S001,7,6,"And we would go in that room and receive classified information from America’s intelligence communities, sometimes our military leaders about hotspots around the world and threats to our national security.",0.6365714285714285,0.47435714285714287,0.6776428571428571
S001,8,0,"And when we went in that room, and this is why it was my favorite committee, people would take off their suit jacket, roll up their sleeves, have a cup of coffee on the table, and we weren’t Democrats or Republicans, we were Americans.",0.6578421052631578,0.34331578947368424,0.4483157894736842
S001,8,1,"And that is so important on a number of issues we are discussing this afternoon, but in particular on national security.",0.5915000000000001,0.4444,0.5650000000000001
S001,8,2,"My opponent, however, has made it a thing of his to admire dictators and autocrats around the world.",0.5045714285714286,0.5168571428571428,0.6235714285714286
