speech_id,line_id,sentence_id,sentence_text
S034,0,0,"As we know this, recovery will take time and we will stand with Georgia, and everyone across the southeast who are impacted by these recent storms for as long as it takes to rebuild."
S034,0,1,Thank you.
S034,0,2,"All right, so Atlanta, we have 17 days left."
S034,0,3,17 days left in one of the most consequential elections of our lifetime.
S034,0,4,"And look, let’s have some real talk."
S034,0,5,It’s going to be a tight race until the very end.
S034,0,6,And we are the underdog and we are running as the underdog.
S034,0,7,"But make no mistake, we will win."
S034,0,8,We will win.
S034,0,9,"Yes, we will."
S034,0,10,We will win.
S034,0,11,"Yes, we will,"
S034,1,0,But none of that is what we hear from Donald Trump.
S034,1,1,"Instead, it is just the same old, tired playbook over and over again."
S034,1,2,He has no plan for how he would address the needs of the American people.
S034,1,3,He is only focused on himself.
S034,1,4,"And now, he’s ducking debates and canceling interviews because of exhaustion."
S034,1,5,"And when he does answer a question or speak at a rally, have you noticed he tends to go off script and ramble, and generally for the life of him, cannot finish a thought."
S034,1,6,"And he has called it the weave, but I think we here will call it nonsense."
S034,2,0,"So folks, for these reasons and more, it is time to turn the page."
S034,2,1,It’s time to turn the page.
S034,2,2,And America is ready to chart a new way forward.
S034,2,3,We are ready.
S034,2,4,We are ready for a new and optimistic generation of leadership.
S034,2,5,All of you.
S034,2,6,"Which is why Democrats, Republicans, and Independents are supporting our campaign."
S034,2,7,"In fact, earlier this week, over 100 Republican leaders from across the country joined me on the campaign trail, including some who worked in Donald Trump’s administration."
S034,2,8,"And I believe as I travel our country, Americans really want a President who works for all the American people, all the American people, who understands that the vast majority of us have so much more in common than what separates us, right?"
S034,2,9,Folks are exhausted with someone trying to have Americans point their fingers at each other.
S034,2,10,We’re exhausted with it.
S034,2,11,"That’s why I say it’s time to turn the page on that, let’s turn the page, and have a President who cares about all the people."
S034,3,0,"And you all know I’ve only ever in my career had one client, the people, the people."
S034,3,1,"As a young courtroom prosecutor, I stood up for women and children."
S034,3,2,"As Attorney general of California, I fought for students and veterans."
S034,3,3,"As Vice President, I have stood up for workers and seniors."
S034,3,4,"And as President, I will fight for all the American people."
S034,3,5,"And together we will build a brighter future for our nation, together we will build a brighter future that includes what I call an opportunity economy."
S034,3,6,"So that every American has the opportunity to own a home, to build wealth, to start a business."
S034,3,7,"And to build that opportunity economy, we’ve got to bring down the cost of living, because while inflation is down and wages are up, prices are still too high."
S034,3,8,You know it and I know it.
S034,3,9,"And so, I have laid out a comprehensive plan to lower the cost that you pay on everything from prescription medication to groceries."
S034,3,10,And this will be my focus every single day as President of the United States.
S034,4,0,I will take on corporate price gouging.
S034,4,1,I’ve done it before and I’ll do it again.
S034,4,2,"I will give a middle class tax cut to a hundred million Americans, including $6,000 during the first year of a child’s life."
S034,4,3,And I’m going to tell you why.
S034,4,4,"Because we all know, young parents have a natural desire to parent their children well, but not always the resources to do it."
S034,4,5,And we as a community need to understand they are the children of the community.
S034,4,6,"And it is in our collective best interest to make sure that they have the resources they need during that critical phase of a child’s development, to buy a crib, to buy a car seat, to buy what that child needs during that critical stage of life."
S034,4,7,That’s the kind of leadership that we believe in in America.
S034,5,0,"I have a plan to bring down the cost of housing, by building more homes and taking on those corporate landlords who are unfairly buying up properties and increasing rental prices."
S034,5,1,We know what’s happening.
S034,5,2,"My plan will lower the cost of starting a small business, including by increasing the tax deduction for entrepreneurs from $5,000 to $50,000, knowing that our small business owners are civic leaders as much as they are business leaders."
S034,5,3,"They mentor, they hire locally, they are part of the cultural fabric of our communities and deserve to be lifted up in every way."
