speech_id,line_id,sentence_id,sentence_text
S027,0,0,You made tremendous sacrifices.
S027,0,1,"Training through injuries, birthdays, vacations, and even a pandemic."
S027,0,2,"You know, all of you, what it means to commit and to persevere."
S027,0,3,"And we know that so often during the course of a long season, sports teams also become a family."
S027,0,4,You develop lifelong relationships.
S027,0,5,You demonstrate teamwork and character.
S027,0,6,You make the people around you better in every way.
S027,0,7,You are leaders.
S027,0,8,"You are role models, and of course you are champions."
S027,0,9,"And college sports in particular have a special way, a very special way, of bringing people together, connecting us to our home states and our colleges, connecting us to family traditions, friends and fellow fans, connecting us to something bigger."
S027,0,10,"When you take the court, you inspire so many across our country, people you may never meet."
S027,0,11,"Not only because of how you play, but because of who each of you is."
S027,0,12,Every day you remind all of us of what we can achieve when we work hard and strive with ambition.
S027,0,13,Some of you may end up playing professionally.
S027,1,0,"Some of you may end up representing our country in the Olympics, in world championships and in World Cups, but all of you represent the best of our country and our communities no matter what you do next."
S027,1,1,"That is why President Biden and I are so optimistic about the future of our country and our world, because of you, because of each of you."
S027,1,2,"You remind us that we are truly stronger together, that our nation is strong when we stand together, understanding what we have in common."
S027,1,3,"You are the ones that people who come from every corner of our nation, representing every background look at, because we know when we see you, we are at our best when we work together as one team."
S027,1,4,"So again, congratulations to you all and to all of the people here who made your journey possible, to your family who supported you, to your coaches who taught and trained you, and to your friends who always have your back."
S027,1,5,Thank you all.
S027,2,0,"Now it is my honor to turn things over to one of our incredible student athletes, Logan."
S027,2,1,"Logan, you are a star on the court, Division One National Volleyball Player of the Year."
S027,2,2,You are a star in the classroom as an academic all-American.
S027,2,3,"You are a leader on issues like racial justice and you are a community leader, and now you are a national champion with your Texas Longhorn teammates."
S027,2,4,We are so proud of you.
S027,2,5,"Thank you, Logan."
