speech_id,line_id,sentence_id,sentence_text,anger
S021,0,0,So thank you all.,0.0
S021,0,1,"So listen, this election, I do strongly believe is about two very different visions for our nation.",0.0
S021,0,2,"One, ours.",0.0
S021,0,3,"Focused on the future, and the other focused on the past.",0.0
S021,0,4,"We see that contrast clearly in many ways, including when it comes to how we think about the economy.",0.0
S021,0,5,So our country has come a long way since President Biden and I took office.,0.0
S021,0,6,"At that time, we sadly remembered the millions of Americans that were out of work.",0.0
S021,0,7,We were facing one of the worst economic crises in modern history.,0.0
S021,0,8,"And today, by virtually every measure, our economy is the strongest in the world.",0.0
S021,1,0,We have created 16 million new jobs.,0.0
S021,1,1,"We have made historic investments in infrastructure, in chips manufacturing, in clean energy, and new numbers this week alone show that inflation is down under 3%.",0.0
S021,1,2,"And as President of the United States, it will be my intention to build on the foundation of this progress.",0.0
S021,1,3,"Still, we know that many Americans don’t yet feel that progress in their daily lives.",0.0
S021,1,4,"Costs are still too high, and on a deeper level for too many people, no matter how much they work, it feels so hard to just be able to get ahead.",0.0
S021,2,0,"As President, I will be laser focused on creating opportunities for the middle class that advance their economic security, stability and dignity.",0.0
S021,2,1,"Together, we will build what I call an opportunity economy, an opportunity economy, an economy where everyone can compete and have a real chance to succeed.",0.0
S021,2,2,"Everyone, regardless of who they are or where they start, has an opportunity to build wealth for themselves and their children.",0.0
S021,2,3,"And where we remove the barriers to opportunity, so anyone who wants to start a business or advance their career can access the tools and the resources that are necessary to do so.",0.2222222222222222
S021,3,0,I will focus on cutting needless bureaucracy and unnecessary regulatory red tape and encouraging innovative technologies while protecting consumers and creating a stable business environment with consistent and transparent rules of the road.,0.05555555555555555
S021,3,1,"As President, I will bring together labor with small businesses and major companies to invest in America, to create good jobs, achieve broad-based growth, and ensure that America continues to define the future and lead the world.",0.0
S021,4,0,"And key, key, to creating this opportunity economy is building up our middle class.",0.0
S021,4,1,It is essential.,0.0
S021,4,2,"The middle class is one of America’s greatest strengths, and to protect it, then, we must defend basic principles, such as your salary should be enough to provide you and your family with a good quality of life, such as no child should have to grow up in poverty, such as after years of hard work, you should be able to retire with dignity, and you should be able to join a union if you choose.",0.047619047619047616
S021,4,3,"Building up the middle class will be a defining goal of my presidency because I strongly believe when the middle class is strong, America is strong.",0.0
S021,5,0,"So in the weeks to come, I will address in greater detail my plans to build an opportunity economy, and today, I will focus on one element that’s on the minds of many Americans as they pay their bills at the kitchen table or walk the aisles of a grocery store, and that is lowering the cost of living.",0.0
S021,5,1,"So every day across our nation, families talk about their plans for the future, their ambitions, their aspirations for themselves, for their children, and they talk about how they’re going to be able to actually achieve them financially.",0.0
S021,5,2,"Because look, the bills add up, food, rent, gas, back-to-school clothes, prescription medication.",0.0
S021,5,3,"After all that, for many families, there’s not much left at the end of the month.",0.0
S021,6,0,I grew up in a middle-class household.,0.0
S021,6,1,"For most of my childhood, we were renters.",0.0
S021,6,2,My mother saved for well over a decade to buy a home.,0.0
S021,6,3,"I was a teenager when that day finally came, and I can remember so well how excited she was.",0.0
S021,6,4,"I kind of understood what it meant, but we called her mommy, mommy was so excited.",0.0
S021,6,5,It just made us excited that she was so excited.,0.0
S021,6,6,"Later in college, I worked at McDonald’s to earn spending money.",0.2
S021,6,7,"Well, some of the people I worked with were raising families on that paycheck.",0.0
S021,6,8,They worked second or even third jobs to pay rent and buy food.,0.0
S021,6,9,That only gets harder when the cost of living goes up.,0.0
S021,7,0,"When I am elected President, I will make it a top priority to bring cost and increase economic security for all Americans.",0.0
S021,7,1,"As President, I will take on the high costs that matter most to most Americans, like the cost of food.",0.0
S021,7,2,"We all know that prices went up during the pandemic when the supply chains shut down and failed, but our supply chains have now improved and prices are still too high.",0.0
S021,7,3,A loaf of bread cost 50% more today than it did before the pandemic.,0.0
S021,7,4,Ground beef is up almost 50%.,0.0
S021,7,5,"Many of the big food companies are seeing their highest profits in two decades, and while many grocery chains pass along these savings, others still aren’t.",0.0
S021,8,0,"Look, I know most businesses are creating jobs, contributing to our economy, and playing by the rules, but some are not, and that’s just not right, and we need to take action when that is the case.",0.0
S021,8,1,"As Attorney General in California, I went after companies that illegally increased prices, including wholesalers that inflated the price of prescription medication and companies that conspired with competitors to keep prices of electronics high.",0.06666666666666667
S021,8,2,I won more than $1 billion for consumers.,0.0
S021,8,3,"So believe me, as President, I will go after the bad actors, and I will work to pass the first ever federal ban on price gauging on food.",0.1
S021,8,4,"My plan will include new penalties for opportunistic companies that exploit crises and break the rules, and we will support smaller food businesses that are trying to play by the rules and get ahead.",0.07142857142857142
S021,8,5,"We’ll help the food industry become more competitive, because I believe competition is the lifeblood of our economy.",0.0
S021,8,6,More competition means lower prices for you and your families.,0.0
S021,9,0,"Now, compare what Donald Trump plans to do.",0.0
S021,9,1,He wants to impose what is in effect a national sales tax on everyday products and basic necessities that we import from other countries.,0.0
S021,9,2,That will devastate Americans.,1.0
S021,9,3,It will mean higher prices on just about every one of your daily needs.,0.0
S021,9,4,"A Trump tax on gas, a Trump tax on food, a Trump tax on clothing, a Trump tax on over-the-counter medication.",0.0
S021,9,5,And economists have done the math.,0.0
S021,9,6,"Donald Trump’s plan would cost a typical family $3,900 a year.",0.0
S021,9,7,"At this moment, when everyday prices are too high, he will make them even higher.",0.0
S021,10,0,"As President, I’ll attack and take on the issue of the cost of healthcare.",0.25
S021,10,1,"As Attorney General, I took on insurance companies and Big Pharma and got them to lower their prices.",0.14285714285714285
S021,10,2,"And together with President Biden, we’ve gone even further.",0.0
S021,10,3,"We capped the price of insulin at $35 a month and the total cost of prescription drugs at $2,000 a year for seniors.",0.0
S021,10,4,We let Medicare negotiate lower drug prices for seniors.,0.0
S021,10,5,"And just yesterday, we announced that we are lowering the price by up to 80% for 10 more life-saving drugs.",0.0
S021,11,0,And I pledge to continue this progress.,0.0
S021,11,1,"I’ll lower the cost of insulin and prescription drugs for everyone with your support, not only our seniors, and demand transparency from the middlemen who operate between Big Pharma and the insurance companies who use opaque practices to raise your drug prices and profit off your need for medicine.",0.05555555555555555
S021,11,2,"Two months ago, I announced that medical debt will no longer be used against your credit score, and I will work as President with states, like here in North Carolina, Roy Cooper, thank you again, to cancel medical debt for more and more, millions more Americans.",0.0
S021,12,0,"As for Donald Trump, well, he wants to repeal the Affordable Care Act, which 45 million Americans rely on, 45 million Americans rely on it for healthcare.",0.0
S021,12,1,That would take us back to a time when insurance companies could deny people with pre-existing conditions.,0.14285714285714285
S021,12,2,"We all remember what that was, and we’re not going back.",0.0
S021,13,0,And let’s talk about the cost of housing.,0.0
S021,13,1,"So now, the housing market can be complicated, but look, I’m not new to this issue.",0.0
S021,13,2,"As State Attorney General, I drafted and helped pass a Homeowner Bill of Rights, one of the first in America.",0.16666666666666666
S021,13,3,"And during the foreclosure crisis, I took on the big banks for predatory lending with many of my colleagues, including Roy Cooper, and won $20 billion for California families when I was Attorney General.",0.1
S021,13,4,"So I know how to fight for people who are being exploited in the housing market, and I know what homeownership means.",0.16666666666666666
S021,13,5,It’s more than a financial transaction.,0.0
S021,13,6,It’s so much more than that.,0.0
S021,13,7,It’s more than a house.,0.0
S021,13,8,"Homeownership and what that means, it’s a symbol of the pride that comes with hard work.",0.0
S021,13,9,It’s financial security.,0.0
S021,13,10,It represents what you will be able to do for your children.,0.0
S021,14,0,"And sadly, right now, it is out of reach for far too many American families.",0.0
S021,14,1,There’s a serious housing shortage in many places.,0.3333333333333333
S021,14,2,"It’s too difficult to build, and it’s driving prices up.",0.0
S021,14,3,"As President, I will work in partnership with industry to build the housing we need, both to rent and to buy.",0.0
S021,14,4,"We will take down barriers and cut red tape, including at the state and local levels.",0.125
S021,14,5,"And by the end of my first term, we will end America’s housing shortage by building 3 million new homes and rentals that are affordable for the middle class.",0.1
S021,14,6,And we’ll do that together.,0.0
S021,14,7,We’ll do that together.,0.0
