speech_id,line_id,sentence_id,sentence_text,anger
S013,0,0,"Listen, you all know my career.",0.0
S013,0,1,Andrea shared it with you.,0.0
S013,0,2,I am a devout public servant.,0.0
S013,0,3,I also know the limitations of government.,0.0
S013,0,4,"I’ve always been and will always be, and be clear about this.",0.0
S013,0,5,"I’ve always been and will always be a strong supporter of workers and unions, and I also believe we need to engage those who create most of the jobs in America.",0.0
S013,0,6,"Look, I’m a capitalist.",0.0
S013,0,7,I believe in free and fair markets.,0.0
S013,0,8,I believe in consistent and transparent rules of the road to create a stable business environment.,0.0
S013,0,9,And I know the power of American innovation.,0.0
S013,0,10,I’ve been working with entrepreneurs and business owners my whole career.,0.0
S013,0,11,"And I believe companies need to play by the rules, respect the rights of workers and unions, and abide by fair competition.",0.0
S013,0,12,"And if they don’t, I will hold them accountable.",0.0
S013,0,13,"And if anyone has a question about that, just look at my record as Attorney General.",0.25
S013,0,14,"Look at my record in California, taking on the big banks for predatory lending, taking on big healthcare companies for conspiring to jack up prices, taking on a big for-profit college for scamming veterans and students.",0.0
S013,1,0,"At the same time, I believe that most companies are working hard to do the right thing by their customers and the employees who depend on them.",0.0
S013,1,1,And we must work with them to grow our economy.,0.0
S013,1,2,I believe an active partnership between government and the private sector is one of the most effective ways to fully unlock economic opportunity.,0.0
S013,1,3,And that is what I’ll do when I’m president.,0.0
S013,1,4,I will target the major barriers to opportunity and remove them.,0.4
S013,1,5,"We will identify common sense solutions to help Americans buy a home, start a business, and build wealth, and we will adopt them.",0.0
S013,2,0,"So let’s start then with the first pillar of an opportunity economy, which is lowering costs.",0.0
S013,2,1,"So I made that our top priority for obvious reasons, because if we want the middle class to be the growth engine of our economy, we need to restore basic economic security for middle-class families.",0.0
S013,2,2,"To that end, the most practical thing we can do right now, is to cut taxes for middle-class families and individuals.",0.0
S013,2,3,And that’s what we’ll do.,0.0
S013,2,4,"Under my plan, more than 100 million Americans will get a middle-class tax break that includes $6,000 for new parents during the first year of their child’s life to help families cover everything from car seats to cribs.",0.0
S013,2,5,We’ll also cut the cost of child care and elder care.,0.0
