speech_id,line_id,sentence_id,sentence_text,anger
S041,0,0,"I also want to thank the other champions for reproductive freedom who are here, Secretary Xavier Becerra, who is here.",0.0
S041,0,1,Congresswoman Alma Adams.,0.0
S041,0,2,"Congressman Jeff Jackson, who tells a real good story.",0.0
S041,0,3,North Carolina Attorney General Josh Stein.,0.5
S041,0,4,"And Ethel Isaacs Williams, the national president of The Links, Incorporated.",0.0
S041,1,0,Thank you all.,0.0
S041,1,1,"Thank you, thank you, thank you all.",0.0
S041,1,2,"Oh, it’s good to be back in North Carolina, I can tell you that.",0.0
S041,1,3,It certainly is.,0.0
S041,1,4,"Well, let me start by thanking Dr.",0.0
S041,1,5,Amy Bryant.,0.0
S041,1,6,"You have heard from her, you know her, she’s extraordinary.",0.0
S041,1,7,"Like so many of our medical health professionals, these are very trying times.",0.0
S041,1,8,"And I was talking with some folks backstage about the fact that in times like this, in times of struggle, in times of hardship, these moments also reveal the heroes among us, the people who have the courage to stand strong in service of others, and truly, Dr.",0.06666666666666667
S041,1,9,Bryant is one of those people.,0.0
S041,1,10,"So thank you for your introduction, and all that you do for your patients here in North Carolina.",0.0
S041,1,11,"I also want to thank my husband, the first second gentleman of the United States.",0.0
S041,1,12,"I want to thank my longstanding and dear friend, the governor of North Carolina, Roy Cooper.",0.0
S041,1,13,"I think many of you may know, Roy and I actually served together when I was Attorney General of California and he was Attorney General of North Carolina.",0.4
S041,1,14,"I have known him for a long time, he is an extraordinary leader, who always stands up for the rights and the freedoms of the people of North Carolina.",0.0
S041,1,15,"Roy, thank you.",0.0
S041,2,0,"We are here today because one year ago today, the United States Supreme Court, the highest court in our land, General Stein, the court of Thurgood, the court of RBG, took a constitutional right that had been recognized From the people of America, from the women of America, a fundamental right, a basic freedom.",0.21052631578947367
S041,2,1,"And I know most of us here remember where we were on that day a year ago when the court decided Dobbs, June 24th, 2022.",0.2
S041,2,2,"I was actually on my way traveling from Washington, DC to a maternal health event in Illinois when I heard the news.",0.0
S041,2,3,"Outraged, I called my husband, Doug, because there were a collection of words that were coming to mind that would not have been proper for me to speak with some other people.",0.14285714285714285
S041,2,4,"And together he and I talked, we talked about our daughter, we talked about my goddaughters, about my niece and her daughters.",0.0
S041,2,5,And I couldn’t help but think that their generation would have fewer rights than my generation or my mother’s generation.,0.0
S041,2,6,"And so the three words that came to me that I publicly spoke were, “How dare they?",0.25
S041,2,7,How dare they?,0.0
S041,2,8,How dare they?” How dare they attack basic healthcare?,0.3333333333333333
S041,2,9,How dare they attack our fundamental rights?,0.3333333333333333
S041,2,10,How dare they attack our freedom?,0.3333333333333333
S041,2,11,"And sadly, one year ago, we accurately predicted what would happen in a world without Roe.",0.0
S041,2,12,We knew this decision would create a healthcare crisis in America.,0.0
S041,2,13,"We knew that old abortion bans would immediately go back into effect, one which was written in 1849.",0.0
S041,2,14,"Now, check this out, 1849.",0.0
S041,2,15,"1849, before women had the right to vote, 1849, before the elevator, the telephone, and even the light bulb had been invented.",0.16666666666666666
S041,2,16,"And now we know in the midst of this healthcare crisis, extremists, so- called leaders in states across our nation have proposed or passed more than 350 new laws to restrict these freedoms and the right to have access to reproductive healthcare.",0.0
S041,2,17,"Right now in our country, 23 million women of reproductive age live in a state with an extreme abortion ban in effect.",0.0
S041,2,18,"23 million women, which means right now in our country, 1 in 3 women of reproductive age live in a state with a ban.",0.0
S041,2,19,"States like Arizona, Florida, Georgia, Texas, and Wisconsin.",0.0
S041,2,20,Some with no exceptions even for survivors of the crimes of rape and incest.,0.75
S041,3,0,"Now, many of you know, I started my career as a prosecutor intent on protecting, in particular women and children who were the subject and survivors of violence.",0.125
S041,3,1,It’s immoral that so-called leaders would not understand and have some compassion for what those exceptions should be.,0.25
S041,3,2,"Some of the laws are banning at or before six weeks, the right to have an access to have an abortion.",0.0
S041,4,0,"Now, what most of us here know is that many women don’t even know they are pregnant at six weeks, which by the way, tells us most of these politicians don’t even understand how a woman’s body actually works.",0.0
S041,4,1,They don’t get it.,0.0
S041,4,2,They don’t get it.,0.0
S041,4,3,"And next week, overruling the will of the people, North Carolina will be the latest state with an extreme ban in spite of the best efforts of Governor Roy Cooper.",0.1
S041,4,4,"And so, over the past 365 days, the women",0.0
S041,5,0,"This is a room full of leaders, a room full of leaders.",0.0
S041,5,1,So we gather here with knowledge and a deep and profound belief that America is a promise.,0.0
S041,5,2,A promise.,0.0
S041,5,3,A promise of freedom and freedom for all.,0.0
S041,5,4,"A promise that each person can determine their own future, dream with ambition, and live with dignity.",0.0
S041,5,5,A promise that every person truly has the ability to thrive.,0.0
S041,5,6,"Since the founding of our country, we all know generations of Americans have struggled, sacrificed, and bled to make that promise real.",0.14285714285714285
S041,5,7,They spoke out at Seneca Falls.,0.0
S041,5,8,They sat in at a lunch counter in Greensboro.,0.0
S041,5,9,They organized farm workers in California.,0.0
S041,5,10,They fought for equality at the Stonewall Inn.,0.3333333333333333
S041,5,11,"And in the relay race of history, the baton they carried is now in our hands.",0.0
