speech_id,line_id,sentence_id,sentence_text,anger
S003,0,0,"Looking out at everyone tonight, I see the beauty of our great nation.",0.0
S003,0,1,"People from every corner of our country and every walk of life are here united by our shared vision for the future of our country and this November we will come together and declare with one voice as one people, we are moving forward.",0.0
S003,0,2,"With optimism, hope, and faith so guided by our love of country, knowing we all have so much more in common than what separates us.",0.0
S003,0,3,"Let us fight for the ideals we hold dear and let us always remember when we fight, we win.",0.4
S003,0,4,God bless you.,0.0
S003,0,5,God bless the United States of America.,0.0
S003,0,6,Good night everyone.,0.0
S003,1,0,Good evening everyone.,0.0
S003,1,1,Good evening.,0.0
S003,1,2,Good evening.,0.0
S003,1,3,It is so good to be with everyone this evening in this hall and everyone at home.,0.0
S003,1,4,"This is going to be a great week, and I want to kick us off by celebrating our incredible president, Joe Biden.",0.25
S003,1,5,Who will be speaking later tonight.,0.0
S003,1,6,"Joe, thank you for your historic leadership, for your lifetime of service to our nation and for all you will continue to do.",0.0
S003,1,7,We are forever grateful to you.,0.0
S003,1,8,"Thank you, Joe.",0.0
