speech_id,line_id,sentence_id,sentence_text,anger
S047,0,0,I’ve been with him when he’ll bring folks into the Oval Office.,0.0
S047,0,1,And you know how Joe can get sometimes.,0.0
S047,0,2,He doesn’t spare words.,0.5
S047,0,3,It’s good that sometimes the cameras are not in the room when he has those conversations.,0.0
S047,0,4,"Because the thing about the Joe Biden I know, and I know you know, because he has been a friend of labor for so long for his whole life, Joe Biden can be quite impatient.",0.0
S047,0,5,And that’s a good thing for that kind of leader.,0.0
S047,0,6,Quite impatient.,0.0
S047,0,7,"And I say to all of the friends here, the press that’s in the room, history will show what we here know.",0.0
S047,0,8,"Joe Biden has been one of the most transformative presidents in the United States that we have ever witnessed, and it comes from his heart.",0.0
S047,1,0,"And you know, Joe and I talk a lot about the fact that we are so proud to be the most pro-Union administration in America’s history.",0.0
S047,1,1,[inaudible 01:06:22].,0.0
S047,1,2,"And as we know, Joe’s still got a lot of work to do, so let’s also understand that.",0.0
S047,2,0,"So I want to thank all the incredible leaders who are here today, including the Governor Shapiro, Lieutenant Governor Davis, Senator Casey, who we will re-elect this November.",0.0
S047,2,1,"Mayor Gainey, President Schuler, President Cooper, all the leaders of labor who are here, all the union members who are here.",0.0
S047,2,2,So I’ll just get right to a few points.,0.0
S047,3,0,I love Labor Day.,0.0
S047,3,1,I love celebrating Labor Day.,0.0
S047,3,2,"And Pittsburgh, of course, is a cradle of the American labor movement.",0.0
S047,3,3,"It is the birthplace of the AFL, headquarters of the Steelworkers, home to Firefighters Local 1, and of course the historic IBEW Local 5.",0.2
S047,3,4,"For more than 150 years, the brothers and sisters of labor have helped lead the fight for fair pay, better benefits and safe working conditions.",0.08333333333333333
S047,3,5,And every person in our nation has benefited from that work.,0.0
S047,3,6,"Everywhere I go, I tell people, “You may not be a union member, but you better thank unions for that five-day work week.",0.0
S047,3,7,Thank unions for sick leave.,0.0
S047,3,8,Thank unions for paid family leave.,0.0
S047,3,9,"Thank unions for your vacation time.” Because when union wages go up, everybody’s wages go up.",0.0
S047,3,10,"When union workplaces are safer, all workplaces are safer.",0.0
S047,3,11,"When unions are strong, America is strong.",0.0
S047,4,0,And we are clear.,0.0
S047,4,1,"Not only has Pittsburgh shaped the history of America’s labor movement, today, you are also shaping its future.",0.0
S047,4,2,"In 2021 with my dear friend the secretary, Marty Walsh, who the president appointed to be Secretary of Labor.",0.0
S047,4,3,"He and I hosted a meeting right here in this local, and it was part of the White House labor task force that I lead.",0.125
S047,4,4,"That day, we met with a group of computer programmers who were working to form a union.",0.0
