speech_id,line_id,sentence_id,sentence_text,anger
S002,0,0,"For example, dealing with an issue like price gouging, what we need to do to extend the child tax credit to help young families be able to take care of their children in their most formative years.",0.0
S002,0,1,What we need to do to bring down the cost of housing.,0.0
S002,0,2,"My proposal includes what would be a tax credit of $25,000 for first time home buyers.",0.0
S002,0,3,"So they can just have enough to put a down payment on a home, which is part of the American Dream and their aspiration, but do it in a way that allows them to actually get on the path to achieving that goal and that dream.",0.0
S002,1,0,And let me tell you something.,0.0
S002,1,1,The Border Patrol endorsed the bill-,0.0
S002,2,0,We did that with the Inflation Reduction Act.,0.0
S002,2,1,"We have set goals for the United States of America, and by extension the globe, around when we should meet certain standards for reduction of greenhouse gas emissions, as an example.",0.0
S002,2,2,That value has not changed.,0.0
S002,3,0,"My value around what we need to do to secure our border, that value has not changed.",0.0
S002,3,1,"I spent two terms as the Attorney General of California prosecuting transnational criminal organizations, violations of American laws regarding the illegal passage of guns, drugs, and human beings across our border.",0.4
S002,3,2,My values have not changed.,0.0
S002,4,0,So that is the reality of it.,0.0
S002,4,1,"And four years of being vice president, I’ll tell you, one of the aspects to your point is traveling the country extensively.",0.0
S002,4,2,"I mean, I’m here in Georgia… I think somebody told me 17 times since I’ve been vice president in Georgia alone.",0.0
S002,4,3,I believe it is important to build consensus and it is important to find a common place of understanding of where we can actually solve problems.,0.0
S002,5,0,"Thank you, Dana.",0.0
S002,5,1,Thank you.,0.0
S002,6,0,"For example, dealing with an issue like price gouging, what we need to do to extend the child tax credit to help young families be able to take care of their children in their most formative years.",0.0
S002,6,1,What we need to do to bring down the cost of housing.,0.0
S002,6,2,"My proposal includes what would be a tax credit of $25,000 for first time home buyers.",0.0
S002,6,3,"So they can just have enough to put a down payment on a home, which is part of the American Dream and their aspiration, but do it in a way that allows them to actually get on the path to achieving that goal and that dream.",0.0
S002,7,0,And let me tell you something.,0.0
S002,7,1,The Border Patrol endorsed the bill-,0.0
S002,8,0,We did that with the Inflation Reduction Act.,0.0
S002,8,1,"We have set goals for the United States of America, and by extension the globe, around when we should meet certain standards for reduction of greenhouse gas emissions, as an example.",0.0
S002,8,2,That value has not changed.,0.0
S002,9,0,"My value around what we need to do to secure our border, that value has not changed.",0.0
S002,9,1,"I spent two terms as the Attorney General of California prosecuting transnational criminal organizations, violations of American laws regarding the illegal passage of guns, drugs, and human beings across our border.",0.4
S002,9,2,My values have not changed.,0.0
S002,10,0,So that is the reality of it.,0.0
S002,10,1,"And four years of being vice president, I’ll tell you, one of the aspects to your point is traveling the country extensively.",0.0
S002,10,2,"I mean, I’m here in Georgia… I think somebody told me 17 times since I’ve been vice president in Georgia alone.",0.0
S002,10,3,I believe it is important to build consensus and it is important to find a common place of understanding of where we can actually solve problems.,0.0
S002,11,0,"Thank you, Dana.",0.0
S002,11,1,Thank you.,0.0
