speech_id,line_id,line_text,valence,arousal,dominance
S021,0,"So thank you all. So listen, this election, I do strongly believe is about two very different visions for our nation. One, ours. Focused on the future, and the other focused on the past. We see that contrast clearly in many ways, including when it comes to how we think about the economy. So our country has come a long way since President Biden and I took office. At that time, we sadly remembered the millions of Americans that were out of work. We were facing one of the worst economic crises in modern history. And today, by virtually every measure, our economy is the strongest in the world.",0.6393653846153846,0.40853846153846163,0.5757692307692307
S021,1,"We have created 16 million new jobs. We have made historic investments in infrastructure, in chips manufacturing, in clean energy, and new numbers this week alone show that inflation is down under 3%. And as President of the United States, it will be my intention to build on the foundation of this progress. Still, we know that many Americans don’t yet feel that progress in their daily lives. Costs are still too high, and on a deeper level for too many people, no matter how much they work, it feels so hard to just be able to get ahead.",0.67076,0.46580000000000005,0.6316200000000001
S021,2,"As President, I will be laser focused on creating opportunities for the middle class that advance their economic security, stability and dignity. Together, we will build what I call an opportunity economy, an opportunity economy, an economy where everyone can compete and have a real chance to succeed. Everyone, regardless of who they are or where they start, has an opportunity to build wealth for themselves and their children. And where we remove the barriers to opportunity, so anyone who wants to start a business or advance their career can access the tools and the resources that are necessary to do so.",0.7041960784313726,0.4867058823529411,0.6833725490196079
S021,3,"I will focus on cutting needless bureaucracy and unnecessary regulatory red tape and encouraging innovative technologies while protecting consumers and creating a stable business environment with consistent and transparent rules of the road. As President, I will bring together labor with small businesses and major companies to invest in America, to create good jobs, achieve broad-based growth, and ensure that America continues to define the future and lead the world.",0.665,0.4641818181818181,0.6460227272727272
S021,4,"And key, key, to creating this opportunity economy is building up our middle class. It is essential. The middle class is one of America’s greatest strengths, and to protect it, then, we must defend basic principles, such as your salary should be enough to provide you and your family with a good quality of life, such as no child should have to grow up in poverty, such as after years of hard work, you should be able to retire with dignity, and you should be able to join a union if you choose. Building up the middle class will be a defining goal of my presidency because I strongly believe when the middle class is strong, America is strong.",0.6985573770491803,0.4121967213114754,0.6264262295081969
S021,5,"So in the weeks to come, I will address in greater detail my plans to build an opportunity economy, and today, I will focus on one element that’s on the minds of many Americans as they pay their bills at the kitchen table or walk the aisles of a grocery store, and that is lowering the cost of living. So every day across our nation, families talk about their plans for the future, their ambitions, their aspirations for themselves, for their children, and they talk about how they’re going to be able to actually achieve them financially. Because look, the bills add up, food, rent, gas, back-to-school clothes, prescription medication. After all that, for many families, there’s not much left at the end of the month.",0.6334464285714285,0.41425,0.552875
S021,6,"I grew up in a middle-class household. For most of my childhood, we were renters. My mother saved for well over a decade to buy a home. I was a teenager when that day finally came, and I can remember so well how excited she was. I kind of understood what it meant, but we called her mommy, mommy was so excited. It just made us excited that she was so excited. Later in college, I worked at McDonald’s to earn spending money. Well, some of the people I worked with were raising families on that paycheck. They worked second or even third jobs to pay rent and buy food. That only gets harder when the cost of living goes up.",0.7040535714285713,0.47060714285714284,0.5748392857142858
S021,7,"When I am elected President, I will make it a top priority to bring cost and increase economic security for all Americans. As President, I will take on the high costs that matter most to most Americans, like the cost of food. We all know that prices went up during the pandemic when the supply chains shut down and failed, but our supply chains have now improved and prices are still too high. A loaf of bread cost 50% more today than it did before the pandemic. Ground beef is up almost 50%. Many of the big food companies are seeing their highest profits in two decades, and while many grocery chains pass along these savings, others still aren’t.",0.6128688524590166,0.4304098360655738,0.5542459016393442
S021,8,"Look, I know most businesses are creating jobs, contributing to our economy, and playing by the rules, but some are not, and that’s just not right, and we need to take action when that is the case. As Attorney General in California, I went after companies that illegally increased prices, including wholesalers that inflated the price of prescription medication and companies that conspired with competitors to keep prices of electronics high. I won more than $1 billion for consumers. So believe me, as President, I will go after the bad actors, and I will work to pass the first ever federal ban on price gauging on food. My plan will include new penalties for opportunistic companies that exploit crises and break the rules, and we will support smaller food businesses that are trying to play by the rules and get ahead. We’ll help the food industry become more competitive, because I believe competition is the lifeblood of our economy. More competition means lower prices for you and your families.",0.6213,0.49464444444444455,0.6183000000000001
S021,9,"Now, compare what Donald Trump plans to do. He wants to impose what is in effect a national sales tax on everyday products and basic necessities that we import from other countries. That will devastate Americans. It will mean higher prices on just about every one of your daily needs. A Trump tax on gas, a Trump tax on food, a Trump tax on clothing, a Trump tax on over-the-counter medication. And economists have done the math. Donald Trump’s plan would cost a typical family $3,900 a year. At this moment, when everyday prices are too high, he will make them even higher.",0.5890350877192982,0.4684912280701754,0.5861754385964912
S021,10,"As President, I’ll attack and take on the issue of the cost of healthcare. As Attorney General, I took on insurance companies and Big Pharma and got them to lower their prices. And together with President Biden, we’ve gone even further. We capped the price of insulin at $35 a month and the total cost of prescription drugs at $2,000 a year for seniors. We let Medicare negotiate lower drug prices for seniors. And just yesterday, we announced that we are lowering the price by up to 80% for 10 more life-saving drugs.",0.550609756097561,0.47856097560975613,0.5379756097560975
S021,11,"And I pledge to continue this progress. I’ll lower the cost of insulin and prescription drugs for everyone with your support, not only our seniors, and demand transparency from the middlemen who operate between Big Pharma and the insurance companies who use opaque practices to raise your drug prices and profit off your need for medicine. Two months ago, I announced that medical debt will no longer be used against your credit score, and I will work as President with states, like here in North Carolina, Roy Cooper, thank you again, to cancel medical debt for more and more, millions more Americans.",0.5771224489795919,0.4485102040816326,0.5652244897959184
S021,12,"As for Donald Trump, well, he wants to repeal the Affordable Care Act, which 45 million Americans rely on, 45 million Americans rely on it for healthcare. That would take us back to a time when insurance companies could deny people with pre-existing conditions. We all remember what that was, and we’re not going back.",0.65,0.46420833333333333,0.572375
