speech_id,line_id,line_text,valence,arousal,dominance
S044,0,"Good afternoon. Oh, it’s good to be back. Good afternoon everybody. Can we hear it for Tim Walz? Oh, I’m so happy to be running with him, let me tell you.",0.6991428571428572,0.4155714285714285,0.47142857142857153
S044,1,"So let me start by thanking Les, your words, your leadership, your voice it’s so important. Les, thank you for everything you are and everything you do for our country. And it is good to be with so many incredible leaders, including the most magnificent, wonderful governor, Tony Evers. Every time I come to Wisconsin, Tony meets me on the tarmac. He’s such an incredible human being. I want to thank Secretary of State Sarah Godlewski. Chair of the Wisconsin Democratic Party, Ben Wickler. And my dear, dear friend, Senator Tammy Baldwin.",0.7336842105263157,0.45005263157894737,0.633921052631579
S044,2,"I served with Tammy when I was in the United States Senate and I’ma tell you, she was always, always fighting for the people of this state. And in November we are going to re-elect her to the United States Senate. And please, give it up one more time for Wisconsin’s own Bon Iver. It’s a good afternoon. It’s a good afternoon.",0.6206818181818181,0.37063636363636365,0.568409090909091
S044,3,"And let me say, I also want to bring greetings from our incredible president, Joe Biden. He loves Wisconsin, he loves Wisconsin. And I know we are all deeply grateful for his lifetime of service to our nation and for all he continues to do. That’s right.",0.734388888888889,0.4715555555555555,0.6304444444444444
S044,4,"So Wisconsin, this has been a big week.",0.68475,0.36200000000000004,0.5775
S044,5,"So listen, let me tell you, I am clear, the path to the White House runs right through this state. And with your help, we will win in November. We are going to win. We are going to win. And I’ve been here many times, as you all know, recently and even before. And many of you know then, before I was elected vice president, before I was elected United States senator, I was an elected attorney general. And before that, an elected district attorney. And before that and before that I was a courtroom prosecutor.",0.6395476190476191,0.42766666666666664,0.634
S044,6,"So in those roles, I took on perpetrators of all kinds. Predators, who abused women. Fraudsters, who ripped off consumers. Scammers, who broke the rules for personal gain. So hear me when I say, I know Donald Trump’s type. I know it’s type. In fact, I’ve been dealing with people like him my whole career. For example, as Attorney General of California… Well hold on, you know what? The courts are going to handle that part of it. What we’re going to do is beat them in November.",0.583575,0.45920000000000005,0.551775
S044,7,"So I’ll tell you, as Attorney General, I took on one of our country’s largest for-profit colleges that scammed students. Well, Donald Trump ran a for-profit college that scammed students.",0.662076923076923,0.4837692307692307,0.6321538461538462
S044,8,"As a prosecutor, I specialized in cases of sexual abuse. Well, Donald Trump was found liable for committing sexual abuse.",0.5105833333333333,0.6183333333333333,0.6308333333333332
S044,9,"As Attorney General, I held the big Wall Street banks accountable for fraud. Well, Donald Trump was just found guilty of fraud, 34 counts.",0.5206,0.4706666666666667,0.5833333333333334
S044,10,"So in this campaign, I’ll tell you, I will proudly put my record against his any day of the week. Any day of the week.",0.5978888888888889,0.36744444444444446,0.5005555555555555
S044,11,"But let’s make no mistake, this campaign is not just about us versus Donald Trump. It’s about two very different visions for our nation. Two very different visions. One, for us, focused on the future. The other, focused on the past. And Wisconsin, we here, we fight for the future. We fight for a future where every worker has the freedom to join a union.",0.6363103448275862,0.472448275862069,0.6039310344827588
S044,12,Union strong.,0.883,0.4855,0.8305
S044,13,"Because while our economy is doing well, by many measures, prices for everyday things like groceries are still too high. You know it and I know it. When I was Attorney General, I went after price fixing schemes. And when I am president, it will be a day one priority to fight to bring down prices. I will take on big corporations that engage in illegal price gouging. I will take on corporate landlords that unfairly raise rents on working families. I will take on Big Pharma and cap the cost of prescription drugs for all Americans. And continue to bring manufacturing jobs back to America. And back to communities like Eau Claire.",0.6251311475409838,0.4482459016393443,0.5782131147540983
S044,14,"So, all this is to say, strengthening our economy and building up the middle class will be a defining goal of my presidency. Because you see, Coach Walz and I know when America’s middle class is strong, America is strong. And as we work to move our nation forward, Donald Trump intends to take our nation backward. There is so much evidence of that point, there really is. But look at most recently, Project 2025 and that agenda. Project 2025, if you have some time to take a look at it, I’m telling you it is a plan to weaken the middle class. It is a plan to weaken the middle class.",0.6423584905660378,0.3954339622641509,0.5962264150943396
S044,15,"If he is elected, Donald Trump intends to give tax breaks to billionaires and big corporations. He intends to cut Social Security and Medicare. He intends to surrender our fight against the climate crisis. And he intends to end the Affordable Care Act.",0.5802916666666667,0.484375,0.5818333333333333
S044,16,"Our nation, we have been witnessing a full-on assault against hard-fought, hard-won freedoms and rights. The freedom to vote, to love who you love openly and with pride. And the freedom of a woman to make decisions about her own body and not have her government telling her what to do.",0.6714166666666667,0.500125,0.6776666666666666
S044,17,"And let’s remember the traditions of our great country. Generations of Americans before us led in the fight for freedom. And now then, as they would expect, the baton is in our hands. The baton is in our hands, each and every one of us. So we then, who believe in the sacred freedom to vote, will finally pass the John Lewis Voting Rights Act and the Freedom to Vote Act. We, who believe in the freedom to live safe from gun violence will finally pass universal background checks, red flag laws and an assault weapons ban. We, who believe in reproductive freedom will fight for a woman’s right to choose.",0.615859649122807,0.48840350877192984,0.6409649122807018
S044,18,"And we, remember that when he was president, Donald Trump hand-picked three members of the United States Supreme Court, the court of Thurgood and RBG, because he intended for them to overturn Roe v wade. And, as he intended, they did. And now, more than 20 states in our country have a Trump abortion ban. Many with no exceptions, even for rape and incest. And if he wins, we all know he will sign a national abortion ban to outlaw abortion in every state, even in Wisconsin.",0.5085135135135136,0.5514324324324325,0.5968108108108109
S044,19,"So listen, everyone took time out of your busy lives, and days and all your obligations to come out here and to be together as one community. And I know you did it also because we all know, listen, so much is on the line in this election. It can’t be said seriously enough. So much is on the line. And compounded with everything else that we knew was on the line, think about the fact that last month the United States Supreme Court, basically, told the former president, who has been convicted of fraud, that going forward he will be immune, no matter what he does in the White House.",0.6371224489795919,0.3903469387755102,0.5813469387755102
