speech_id,line_id,sentence_id,sentence_text,anger
S028,0,0,"Let me just say, it’s good to be here with all of the friends, all of the leaders who are here.",0.0
S028,0,1,"I want to thank former Governor Ed Rendell, Senator Bob Casey, who we will re-elect this November, Senator John Fetterman, Mayor Sherrell Parker, and Chairman Jamie Harrison.",0.0
S028,0,2,"It is so good to be here with your incredible governor, Josh Shapiro.",0.0
S028,0,3,"I’ll say Josh is a dear, dear friend, and an extraordinary leader.",0.0
S028,0,4,"He and I have been spending a lot of time together over the years, and I told Josh, look, I am so, so invested in our friendship in doing this together because together with Josh Shapiro, we will win Pennsylvania.",0.0
S028,0,5,We’ll win Pennsylvania.,0.0
S028,0,6,"I thank you, Josh.",0.0
S028,0,7,I thank you.,0.0
S028,1,0,"Philadelphia, I launched my campaign for the President of the United States a mere two weeks ago, and it’s been a bit of a whirlwind.",0.0
S028,1,1,"Just last night, the delegates to the Democratic National Convention finished voting, and so I stand before you today to proudly announce I am now officially the Democratic nominee for President of the United States.",0.0
S028,1,2,Now we got some work to do.,0.0
S028,1,3,We need to move to the general election and win that.,0.0
S028,1,4,"To all the friends, listen, we also need to level set.",0.0
S028,1,5,"We are the underdogs in this race, but we have the momentum and I know exactly what we are up against.",0.0
S028,2,0,"Now, many of you know, before I was elected vice president or elected a United States Senator, I was an elected attorney general and before that, elected district attorney.",0.034482758620689655
S028,2,1,"Before that, I was a courtroom prosecutor.",0.0
S028,2,2,"In those roles, I took on perpetrators of all kinds.",0.0
S028,2,3,"Predators who abused women, fraudsters who scammed consumers, cheaters who broke the rules for their own gain, so hear me when I say I know Donald Trump’s type.",0.0
S028,3,0,"Wait, let me just say… Let me say, hold on, hold on, hold on.",0.0
S028,3,1,"This campaign, our campaign, is not just a fight against Donald Trump.",0.08333333333333333
S028,3,2,"Our campaign, this campaign, is a fight for the future.",0.1
S028,3,3,It’s a fight for the future.,0.16666666666666666
S028,3,4,"Pennsylvania, we fight for a future with affordable housing, affordable healthcare, affordable childcare, paid leave.",0.06666666666666667
S028,3,5,"We fight for a future where we build a broad-based economy where every American has the opportunity to own a home, to start a business, and to build wealth.",0.034482758620689655
S028,4,0,"We fight for a future where we bring down prices that are still too high and lower the cost of living for America’s families so that they have a chance not just to get by, but to get ahead.",0.02564102564102564
S028,4,1,We fight for a future where we defend our most fundamental freedoms.,0.08333333333333333
S028,4,2,"The freedom to vote, the freedom to be safe from gun violence, the freedom to love who you love openly and with pride, and the freedom of a woman to make decisions about her own body, not having her government tell her what to do.",0.022222222222222223
S028,4,3,I love you too.,0.0
S028,5,0,Here’s the thing.,0.0
S028,5,1,"Since the day that I announced my candidacy, I’ve set out to find a partner who can help build this brighter future.",0.0
S028,5,2,A leader who will help unite our nation and move us forward.,0.0
S028,5,3,"A fighter for the middle class, a patriot who believes, as I do, in the extraordinary promise of America.",0.0
S028,5,4,"A promise of freedom, opportunity, and justice not just for some, but for all.",0.0
S028,6,0,"Pennsylvania, I’m here today because I found such a leader.",0.0
S028,6,1,Governor Tim Walz of the great state of Minnesota.,0.0
S028,6,2,"To those who know him best, Tim is more than a governor.",0.0
S028,6,3,"To his wife, Gwen, he is a husband.",0.0
S028,6,4,"To his kids, Hope and Gus, he is a dad.",0.0
S028,6,5,"To his fellow veterans, he is Sergeant Major Walz.",0.0
S028,6,6,"To the people of Southern Minnesota, for 12 years, he was Congressman.",0.0
S028,6,7,"To his former high school students, he was Mr.",0.0
